id,lat,lon,date_piqure_saisie_jm11,annee_extract,timezone,time,summary,icon,sunrisetime,sunsettime,moonphase,precipintensity,precipintensitymax,precipintensitymaxtime,precipaccumulation,precipprobability,temperaturehigh,temperaturehightime,temperaturelow,temperaturelowtime,dewpoint,humidity,pressure,visibility,windgust,windgusttime,windspeed,windbearing,cloudcover,cloudcovererror,uvindex,uvindextime,temperaturemin,temperaturemintime,temperaturemax,temperaturemaxtime,apparenttemperaturemin,apparenttemperaturemintime,apparenttemperaturemax,apparenttemperaturemaxtime,apparenttemperaturehigh,apparenttemperaturehightime,apparenttemperaturelow,apparenttemperaturelowtime,datasource
148660,48.98891,8.104772,2017-05-25,2017,Europe/Berlin,2017-05-24 22:00:00,"","",2017-05-25 03:35:00,2017-05-25 19:17:00,1,0,0,"",,0,24.57,2017-05-25 15:10:00,13.44,2017-05-26 03:52:00,11.79,62,,10.002,5.03,2017-05-25 16:26:00,1.18,24,,,,,13.86,2017-05-25 04:34:00,24.57,2017-05-25 15:10:00,14.13,2017-05-25 04:34:00,24.29,2017-05-25 15:10:00,24.29,2017-05-25 15:10:00,13.71,2017-05-26 03:52:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
146786,44.912933,2.33477,2017-07-15,2017,Europe/Paris,2017-07-14 22:00:00,"","",2017-07-15 04:20:00,2017-07-15 19:36:00,0.71,0,0,"",,0,24.61,2017-07-15 14:17:00,10.95,2017-07-16 04:39:00,11.12,67,1021.5,9.988,6.27,2017-07-15 10:03:00,2.84,326,,,,,9.89,2017-07-15 04:37:00,24.61,2017-07-15 14:17:00,10.16,2017-07-15 04:37:00,24.33,2017-07-15 14:17:00,24.33,2017-07-15 14:17:00,11.22,2017-07-16 04:39:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
147274,46.357967,-1.471618,2017-07-18,2017,Europe/Paris,2017-07-17 22:00:00,"","",2017-07-18 04:33:00,2017-07-18 19:54:00,0.82,0,0,"",,0,32.38,2017-07-18 13:37:00,19.57,2017-07-19 04:36:00,16.38,55,,10.197,,,4.04,146,,,,,21.07,2017-07-18 21:00:00,32.38,2017-07-18 13:37:00,21.88,2017-07-18 21:00:00,32.24,2017-07-18 13:28:00,32.24,2017-07-18 13:28:00,20.17,2017-07-19 04:36:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
147412,46.172455,1.8663284,2017-07-25,2017,Europe/Paris,2017-07-24 22:00:00,"","",2017-07-25 04:28:00,2017-07-25 19:33:00,0.09,0,0,"",,0,20.64,2017-07-25 16:01:00,11.84,2017-07-25 22:08:00,12.16,77,1017,,,,1.75,279,,,,,11.48,2017-07-25 04:21:00,20.64,2017-07-25 16:01:00,11.75,2017-07-25 04:21:00,20.36,2017-07-25 16:01:00,20.36,2017-07-25 16:01:00,12.11,2017-07-25 22:08:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
151254,49.611505,5.078801,2017-10-16,2017,Europe/Paris,2017-10-15 22:00:00,"","",2017-10-16 06:04:00,2017-10-16 16:49:00,0.9,,,"",,,23.34,2017-10-16 14:27:00,7.63,2017-10-17 06:00:00,11.55,81,1024.1,,,,1.73,157,,,0,2017-10-15 22:00:00,8.49,2017-10-16 05:34:00,23.34,2017-10-16 14:27:00,7.74,2017-10-16 05:47:00,23.06,2017-10-16 14:27:00,23.06,2017-10-16 14:27:00,6.74,2017-10-17 06:00:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
152137,44.292175,5.632126,2018-03-28,2018,Europe/Paris,2018-03-27 22:00:00,"","",2018-03-28 05:27:00,2018-03-28 18:00:00,0.4,0,0,"",,0,17.9,2018-03-28 14:49:00,4.54,2018-03-29 04:02:00,4.3,69,1010.8,,,,3.31,305,,,0,2018-03-27 22:00:00,2.45,2018-03-28 04:40:00,17.9,2018-03-28 14:49:00,1.43,2018-03-28 04:56:00,17.62,2018-03-28 14:49:00,17.62,2018-03-28 14:49:00,4.81,2018-03-29 04:02:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
152488,42.986652,0.670435,2018-04-04,2018,Europe/Paris,2018-04-03 22:00:00,"","",2018-04-04 05:35:00,2018-04-04 18:28:00,0.64,0,0,"",,0,18.46,2018-04-04 12:04:00,6,2018-04-05 05:57:00,2.71,52,1007.1,,,,3.7,267,,,4,2018-04-04 11:00:00,6.57,2018-04-04 05:05:00,18.46,2018-04-04 12:04:00,5.51,2018-04-04 05:31:00,18.18,2018-04-04 12:04:00,18.18,2018-04-04 12:04:00,3.91,2018-04-05 04:18:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
153397,48.259506,0.7069319,2018-04-27,2018,Europe/Paris,2018-04-26 22:00:00,"",rain,2018-04-27 04:46:00,2018-04-27 19:06:00,0.42,0.0007,0.0105,27-04-18 20:00:00,,1,16.53,2018-04-27 11:01:00,9.48,2018-04-28 05:20:00,5.95,76,1009.9,,,,4.09,213,96,,4,2018-04-27 12:58:00,3.38,2018-04-27 04:45:00,16.53,2018-04-27 11:01:00,3.65,2018-04-27 04:45:00,16.25,2018-04-27 11:01:00,16.25,2018-04-27 11:01:00,8.24,2018-04-28 04:07:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
154337,45.63072,-0.10015479,2018-04-29,2018,Europe/Paris,2018-04-28 22:00:00,Mostly cloudy throughout the day.,partly-cloudy-day,2018-04-29 04:52:00,2018-04-29 19:05:00,0.49,0,0,"",,0,14.8,2018-04-29 14:15:00,6.1,2018-04-30 04:52:00,9.6,91,1003.9,8.875,,,2.73,206,86,,5,2018-04-29 12:13:00,9.49,2018-04-29 00:20:00,14.8,2018-04-29 14:15:00,8.78,2018-04-29 06:42:00,14.52,2018-04-29 14:15:00,14.52,2018-04-29 14:15:00,4.7,2018-04-30 03:58:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
153667,48.259434,0.7069389,2018-05-02,2018,Europe/Paris,2018-05-01 22:00:00,"",rain,2018-05-02 04:38:00,2018-05-02 19:13:00,0.59,,,"",,1,12.44,2018-05-02 13:53:00,4.07,2018-05-03 04:52:00,5.88,85,1011.9,,,,3.15,207,98,,4,2018-05-02 12:00:00,3.22,2018-05-02 03:36:00,12.44,2018-05-02 13:53:00,1.57,2018-05-02 04:00:00,12.16,2018-05-02 13:53:00,12.16,2018-05-02 13:53:00,1.83,2018-05-03 00:06:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
156823,48.77488,2.131046,2018-05-26,2018,Europe/Paris,2018-05-25 22:00:00,"","",2018-05-26 03:59:00,2018-05-26 19:41:00,0.41,,,"",,,26.83,2018-05-26 16:14:00,16.53,2018-05-27 04:47:00,15.65,73,,8.711,,,4.1,98,77,,7,2018-05-26 12:00:00,15.23,2018-05-26 01:24:00,26.83,2018-05-26 16:14:00,15.68,2018-05-26 01:24:00,26.62,2018-05-26 16:15:00,26.62,2018-05-26 16:15:00,16.86,2018-05-27 04:47:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
151661,43.161133,0.17655914,2017-01-02,2017,Europe/Paris,2017-01-01 23:00:00,Foggy in the morning and overnight.,partly-cloudy-day,2017-01-02 07:32:00,2017-01-02 16:37:00,0.15,0,0,"",,0,1.87,2017-01-02 14:20:00,-5.79,2017-01-03 06:13:00,-4.19,94,1023.4,4.374,,,0.87,72,62,,1,2017-01-02 12:03:00,-8.75,2017-01-02 07:00:00,1.87,2017-01-02 14:20:00,-9.16,2017-01-02 05:03:00,1.53,2017-01-02 14:03:00,1.53,2017-01-02 14:03:00,-7.8,2017-01-03 04:02:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
