id,lat,lon,date_piqure_saisie_jm15,annee_extract,timezone,time,summary,icon,sunrisetime,sunsettime,moonphase,precipintensity,precipintensitymax,precipintensitymaxtime,precipaccumulation,precipprobability,temperaturehigh,temperaturehightime,temperaturelow,temperaturelowtime,dewpoint,humidity,pressure,visibility,windgust,windgusttime,windspeed,windbearing,cloudcover,cloudcovererror,uvindex,uvindextime,temperaturemin,temperaturemintime,temperaturemax,temperaturemaxtime,apparenttemperaturemin,apparenttemperaturemintime,apparenttemperaturemax,apparenttemperaturemaxtime,apparenttemperaturehigh,apparenttemperaturehightime,apparenttemperaturelow,apparenttemperaturelowtime,datasource
154036,48.826797,2.378119,2017-05-17,2018,Europe/Paris,2017-05-16 22:00:00,Rain in the evening and overnight.,rain,2017-05-17 04:07:00,2017-05-17 19:29:00,0.71,0.1084,1.4755,17-05-17 19:03:00,,0.77,29.1,2017-05-17 12:15:00,15.47,2017-05-18 04:08:00,13.57,60,1017.2,9.826,8.21,2017-05-17 17:55:00,2.23,199,86,,5,2017-05-17 12:50:00,15.28,2017-05-17 03:57:00,29.1,2017-05-17 12:15:00,15.55,2017-05-17 03:57:00,28.82,2017-05-17 12:15:00,28.82,2017-05-17 12:15:00,15.78,2017-05-18 04:04:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
146444,48.47163,7.4726944,2017-07-06,2017,Europe/Paris,2017-07-05 22:00:00,"","",2017-07-06 03:37:00,2017-07-06 19:35:00,0.43,0,0,"",,0,33.87,2017-07-06 15:23:00,18.88,2017-07-07 04:00:00,15.5,60,1016.4,10.002,3.59,2017-07-06 14:01:00,1.4,182,,,,,14.95,2017-07-06 03:40:00,33.87,2017-07-06 15:23:00,15.28,2017-07-06 03:35:00,33.59,2017-07-06 15:23:00,33.59,2017-07-06 15:23:00,19.27,2017-07-07 03:59:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
146883,46.194798,5.3997006,2017-07-13,2017,Europe/Paris,2017-07-12 22:00:00,"","",2017-07-13 04:01:00,2017-07-13 19:29:00,0.65,0,0,"",,0,27.21,2017-07-13 14:02:00,15.3,2017-07-14 04:45:00,15.45,70,1018.9,,5.69,2017-07-13 16:03:00,2.03,327,,,,,16.04,2017-07-13 04:41:00,27.21,2017-07-13 14:02:00,16.39,2017-07-13 04:41:00,27.29,2017-07-13 14:01:00,27.29,2017-07-13 14:01:00,15.57,2017-07-14 04:45:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
147412,46.172455,1.8663284,2017-07-21,2017,Europe/Paris,2017-07-20 22:00:00,"","",2017-07-21 04:23:00,2017-07-21 19:37:00,0.94,0,0,"",,0,21.56,2017-07-21 14:06:00,11.38,2017-07-22 03:02:00,10.66,78,1014,,,,0.8,183,,,,,7.09,2017-07-21 04:30:00,21.56,2017-07-21 14:06:00,6.83,2017-07-21 04:47:00,21.28,2017-07-21 14:06:00,21.28,2017-07-21 14:06:00,11.65,2017-07-22 03:02:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
147909,49.149522,6.299931,2017-08-09,2017,Europe/Paris,2017-08-08 22:00:00,Light rain overnight.,partly-cloudy-day,2017-08-09 04:20:00,2017-08-09 19:03:00,0.57,0.0057,0.0849,08-08-17 23:00:00,,0.11,23.28,2017-08-09 15:58:00,12.65,2017-08-10 04:10:00,12.38,75,1016.2,9.967,4.08,2017-08-09 10:54:00,0.9,237,62,,5,2017-08-09 11:40:00,10.08,2017-08-09 04:10:00,23.28,2017-08-09 15:58:00,10.35,2017-08-09 04:10:00,23,2017-08-09 15:58:00,23,2017-08-09 15:58:00,12.92,2017-08-10 04:10:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
151284,48.10188,2.2010715,2017-10-14,2017,Europe/Paris,2017-10-13 22:00:00,"","",2017-10-14 06:11:00,2017-10-14 17:06:00,0.83,0.0017,0.036,14-10-17 04:00:00,,0.14,22.71,2017-10-14 13:36:00,8.51,2017-10-15 05:37:00,11.76,86,1025.5,9.411,1.7,2017-10-14 12:54:00,0.53,90,,,0,2017-10-13 22:00:00,7.61,2017-10-14 05:55:00,22.71,2017-10-14 13:36:00,7.88,2017-10-14 05:55:00,22.43,2017-10-14 13:36:00,22.43,2017-10-14 13:36:00,8.82,2017-10-15 05:41:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
152000,44.494946,1.675188,2018-03-14,2017,Europe/Paris,2018-03-13 23:00:00,"","",2018-03-14 06:09:00,2018-03-14 17:59:00,0.91,0,,"",,0,16.74,2018-03-14 14:00:00,7.23,2018-03-15 06:50:00,3.45,64,1006.2,,,,4.79,140,,,0,2018-03-14 17:00:00,4.17,2018-03-14 05:04:00,16.74,2018-03-14 14:00:00,1.08,2018-03-14 05:54:00,16.46,2018-03-14 14:00:00,16.46,2018-03-14 14:00:00,5.47,2018-03-15 06:52:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
152511,45.136484,-1.063283,2018-04-06,2017,Europe/Paris,2018-04-05 22:00:00,"","",2018-04-06 05:37:00,2018-04-06 18:39:00,0.7,0,0,"",,0,22.9,2018-04-06 15:08:00,12.13,2018-04-07 06:00:00,8.6,65,1008.9,10.003,9.18,2018-04-06 08:01:00,3.56,123,,,0,2018-04-05 22:00:00,8.91,2018-04-06 02:35:00,22.9,2018-04-06 15:08:00,7.51,2018-04-06 02:42:00,22.62,2018-04-06 15:08:00,22.62,2018-04-06 15:08:00,12.4,2018-04-07 06:00:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
152598,48.238262,7.1841955,2018-04-07,2018,Europe/Paris,2018-04-06 22:00:00,"","",2018-04-07 04:58:00,2018-04-07 18:11:00,0.73,0,0,"",,0,21.64,2018-04-07 15:36:00,4.42,2018-04-08 04:53:00,3.78,70,1012.6,10.002,,,1.17,342,,,4,2018-04-07 09:00:00,-1.34,2018-04-07 04:51:00,21.64,2018-04-07 15:36:00,-1.07,2018-04-07 04:51:00,21.36,2018-04-07 15:36:00,21.36,2018-04-07 15:36:00,4.69,2018-04-08 04:53:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
153982,47.788071,-0.119874,2018-04-15,2018,Europe/Paris,2018-04-14 22:00:00,Foggy in the morning.,partly-cloudy-day,2018-04-15 05:12:00,2018-04-15 18:51:00,0.99,0.0072,0.0811,15-04-18 10:55:00,,0.2,17.2,2018-04-15 15:54:00,7.93,2018-04-16 05:30:00,9.02,85,1012.9,8.01,5.37,2018-04-15 17:00:00,2.64,201,73,,4,2018-04-15 11:46:00,7.64,2018-04-15 01:18:00,17.2,2018-04-15 15:54:00,7.58,2018-04-15 02:00:00,16.92,2018-04-15 15:54:00,16.92,2018-04-15 15:54:00,7.37,2018-04-16 04:56:00,"[’cmc’, ’gfs’, ’icon’, ’isd’, ’madis’]"
