id;date_releve;humidity;dewpoint;pressure;windspeed;visibility;cloudcover;windgust;uvindex;precipintensity;precipintensitymax;temperaturehigh;temperaturelow;temperaturehighoffset2;temperaturelowoffset2;temperature;origine
153;14/05/2019;51;3.41;1024.15;5.12;12.36;15;11.84;7.1;0;0.01;19.84;7.47;21.84;9.47;13.655;DSK
1073;15/05/2019;53;3.07;1019.14;4.8;12.29;23;11.26;6.62;0.03;0.11;18.77;6.48;20.77;8.48;12.625;DSK
1096;16/05/2019;58;4.57;1013.48;3.33;12.42;51;8.46;5.55;0;0;19.08;9.52;21.08;11.52;14.3;DSK
1149;17/05/2019;75;8.16;1006.53;3.57;11.18;83;8.77;4.6;0.17;0.55;16.1;9.54;18.1;11.54;12.82;DSK
1088;18/05/2019;80;9.18;1006.6;2.95;10.2;84;7.03;4.33;0.15;0.48;16.65;9.72;18.65;11.72;13.185;DSK
1014;19/05/2019;83;9.78;1008.33;3.29;10.12;83;7.76;4.4;0.15;0.44;16.3;10.22;18.3;12.22;13.26;DSK
246;20/05/2019;79;9.89;1011.49;3.93;10.92;69;8.36;4.79;0.08;0.26;17.69;9.52;19.69;11.52;13.605;DSK
818;21/05/2019;75;9.79;1016.26;3.36;11.32;51;6.92;5.52;0.04;0.16;19.62;9.37;21.62;11.37;14.495;DSK
325;22/05/2019;67;9.07;1019.09;2.44;11.9;48;5.86;6.05;0.01;0.06;21.73;9.62;23.73;11.62;15.675;DSK
932;23/05/2019;65;9.21;1017.76;2.16;12.29;53;5.28;5.95;0.02;0.12;22.78;11.42;24.78;13.42;17.1;DSK
140;24/05/2019;73;10.87;1016.49;3.03;11.41;71;7.11;5.4;0.15;0.41;20.7;11.66;22.7;13.66;16.18;DSK
917;25/05/2019;75;11.24;1018.15;3.47;11.4;64;7.66;5.57;0.1;0.32;20.68;11.42;22.68;13.42;16.05;DSK
983;26/05/2019;76;11.14;1017.84;3.68;11.68;62;7.9;5.48;0.05;0.18;20.08;12.54;22.08;14.54;16.31;DSK
676;27/05/2019;78;11.48;1013.16;4.11;11.65;72;9.1;5.19;0.08;0.27;19.46;11.16;21.46;13.16;15.31;DSK
582;28/05/2019;74;9.28;1013.52;5.21;11.86;65;11.42;4.81;0.09;0.28;17.58;8.85;19.58;10.85;13.215;DSK
595;29/05/2019;69;7.95;1020.71;4.28;12.3;47;9.45;5.4;0.03;0.1;18.99;10.72;20.99;12.72;14.855;DSK
64;30/05/2019;70;10.27;1025.19;3.33;12.38;49;7.3;6.05;0.01;0.04;21.36;11.05;23.36;13.05;16.205;DSK
24;31/05/2019;68;11.36;1024.9;2.11;12.25;22;4.39;7.71;0;0.01;24.59;12.21;26.59;14.21;18.4;DSK
398;01/06/2019;66;12.85;1020.98;2.24;12.37;17;4.66;7.98;0;0;27.5;14.33;29.5;16.33;20.915;DSK
1159;02/06/2019;64;13.17;1016.3;3.19;12.26;27;6.93;7.36;0.01;0.07;27.92;14.45;29.92;16.45;21.185;DSK
1092;03/06/2019;68;12.55;1016.03;2.82;12.28;59;6.77;5.45;0.04;0.16;23.93;13.66;25.93;15.66;18.795;DSK
639;04/06/2019;70;13.01;1009.94;3.9;12.38;49;10.14;6.62;0.09;0.52;25.52;13.1;27.52;15.1;19.31;DSK
884;05/06/2019;74;10.83;1009.2;3.79;11.11;61;10.9;5.6;0.33;1.25;20.2;9.88;22.2;11.88;15.04;DSK
1122;06/06/2019;71;9.16;1012.82;3.46;12.09;54;10.22;5.9;0.05;0.41;20.19;12.14;22.19;14.14;16.165;DSK
1103;07/06/2019;72;9.96;1009.46;6.56;11.41;60;17.71;5.55;0.26;0.99;19.88;10.55;21.88;12.55;15.215;DSK
964;08/06/2019;64;8.09;1021.59;4.81;12.35;42;11.49;6.29;0.03;0.12;21.15;11.19;23.15;13.19;16.17;DSK
1093;09/06/2019;70;10.51;1019.61;2.71;12.13;80;7.41;4.76;0.09;0.43;21.67;12.82;23.67;14.82;17.245;DSK
308;10/06/2019;80;11.58;1015.23;3.56;10.75;78;8.16;4.64;0.19;0.68;18.93;10.15;20.93;12.15;14.54;DSK
950;11/06/2019;82;10.17;1012.27;2.93;10.74;77;7.12;4.24;0.22;0.71;16.8;10.31;18.8;12.31;13.555;DSK
450;12/06/2019;76;9.79;1011.73;3.76;11.33;58;9.42;5.31;0.15;0.5;18.93;9.6;20.93;11.6;14.265;DSK
371;13/06/2019;69;9.53;1013.11;3.78;12.34;39;9.51;6.55;0.02;0.12;22.11;12.44;24.11;14.44;17.275;DSK
422;14/06/2019;71;11.53;1013.08;3.39;12.24;69;8.55;5.4;0.59;20.14;22.42;13.44;24.42;15.44;17.93;DSK
263;15/06/2019;79;12.95;1016.64;3.66;11.91;70;9.26;5.14;3.29;22.03;20.62;12.03;22.62;14.03;16.325;DSK
1100;16/06/2019;72;11.92;1020.28;3.28;12.65;41;7.86;6.48;0.03;0.11;23.06;12.17;25.06;14.17;17.615;DSK
912;17/06/2019;67;12.53;1017.91;2.25;12.64;32;5.27;7.26;0.01;0.06;26.21;14.87;28.21;16.87;20.54;DSK
272;18/06/2019;66;13.92;1013.42;2.9;12.41;58;7.14;6.31;0.03;0.18;27.86;15.42;29.86;17.42;21.64;DSK
428;19/06/2019;70;13.98;1011.66;3.53;12.06;57;9.75;6.45;0.11;0.48;25.03;14.47;27.03;16.47;19.75;DSK
136;20/06/2019;75;13.4;1015.42;3.24;12.42;70;6.97;5.76;0.09;0.34;22.45;13.24;24.45;15.24;17.845;DSK
1101;21/06/2019;75;12.76;1018.37;2.87;12.07;64;7.03;5.6;0.1;0.39;21.75;13.18;23.75;15.18;17.465;DSK
379;22/06/2019;71;12.95;1017.8;3.02;12.12;48;7.44;6.69;0.05;0.25;24.41;14.72;26.41;16.72;19.565;DSK
706;23/06/2019;69;14.99;1014.81;2.99;12.38;66;6.96;6.02;0.01;0.04;28.35;16.68;30.35;18.68;22.515;DSK
741;24/06/2019;70;16.1;1016.2;3.04;12.36;66;7.7;6.26;0.05;0.3;28.26;17.59;30.26;19.59;22.925;DSK
122;25/06/2019;67;16.31;1018.2;3.05;12.23;58;8.24;6.98;0.04;0.27;29.96;18.69;31.96;20.69;24.325;DSK
480;26/06/2019;63;17.01;1020.62;3.68;12.11;17;9.25;8.98;0.01;0.07;33.24;19.87;35.24;21.87;26.555;DSK
544;27/06/2019;61;17.53;1020.53;3.86;12.27;10;9.47;9.17;0;0.01;33.82;19.42;35.82;21.42;26.62;DSK
1094;28/06/2019;62;17;1018.42;3.59;12.34;20;9.05;8.67;0;0;32.49;18.68;34.49;20.68;25.585;DSK
229;29/06/2019;62;16.96;1016.06;2.8;12.09;14;7;9.05;0.01;0.06;33.37;18.52;35.37;20.52;25.945;DSK
215;30/06/2019;69;17.21;1018.13;3.08;12.2;32;7.71;8.07;0.02;0.14;29.63;17.51;31.63;19.51;23.57;DSK
646;01/07/2019;71;15.97;1019.84;3.33;12.26;45;7.96;7.05;0.07;0.47;26.79;15.77;28.79;17.77;21.28;DSK
525;02/07/2019;69;14.77;1019.89;3.37;12.85;38;8.08;7.29;0.05;0.34;26.81;16.44;28.81;18.44;21.625;DSK
102;03/07/2019;63;14.16;1018.81;4.03;12.41;34;9.56;7.43;0.04;0.27;27.81;16.24;29.81;18.24;22.025;DSK
554;04/07/2019;58;13.58;1019.25;3.63;12.4;18;9.29;8.36;0.01;0.06;29.43;16.88;31.43;18.88;23.155;DSK
752;05/07/2019;59;14.66;1017.25;2.76;12.43;18;6.36;8.71;0.01;0.05;30.87;17.47;32.87;19.47;24.17;DSK
461;06/07/2019;64;15.86;1013.73;2.68;12.69;21;6.67;8.07;0.06;0.29;29.89;17.3;31.89;19.3;23.595;DSK
368;07/07/2019;70;15.94;1014.15;3.11;12.19;51;7.68;6.57;0.07;0.37;27.91;16.53;29.91;18.53;22.22;DSK
605;08/07/2019;65;14.04;1015.89;3.38;12.49;54;8.67;6.71;0.04;0.26;27.26;15.38;29.26;17.38;21.32;DSK
142;09/07/2019;62;12.16;1016.51;4.02;12.16;42;9.56;6.69;0.13;0.39;25.41;14.91;27.41;16.91;20.16;DSK
33;10/07/2019;57;11.59;1017.03;3.14;12.36;26;7.52;7.57;0.02;0.08;27.63;16.53;29.63;18.53;22.08;DSK
217;11/07/2019;61;13.27;1014.89;2.64;12.38;65;6.7;5.93;0.03;0.15;27.35;16.72;29.35;18.72;22.035;DSK
1033;12/07/2019;64;14.21;1015.49;3.63;12.32;40;8.46;6.93;0.05;0.22;27.54;16.25;29.54;18.25;21.895;DSK
836;13/07/2019;64;13.72;1017.52;3.7;12.43;27;8.45;7.07;0.01;0.07;26.91;15.64;28.91;17.64;21.275;DSK
531;14/07/2019;63;12.65;1015.95;4.31;12.32;32;9.81;7.05;0.03;0.2;25.86;14.57;27.86;16.57;20.215;DSK
1089;15/07/2019;61;11.36;1016.25;4.34;12.34;23;9.95;7.26;0.07;0.23;25.11;13.45;27.11;15.45;19.28;DSK
264;16/07/2019;59;11.36;1017.36;2.7;12.42;32;6.18;7.21;0.01;0.09;27.4;14.46;29.4;16.46;20.93;DSK
1062;17/07/2019;59;11.93;1015.17;2.79;12.37;60;6.9;5.74;0.01;0.03;28.03;15.67;30.03;17.67;21.85;DSK
1084;18/07/2019;64;13.03;1014.72;3.66;12.37;74;8.18;5.24;0.02;0.13;25.97;15.92;27.97;17.92;20.945;DSK
806;19/07/2019;66;14.41;1015.68;2.96;12.4;45;6.39;6.76;0.03;0.24;27.79;17.23;29.79;19.23;22.51;DSK
679;20/07/2019;70;16.19;1015.1;3.96;12.38;56;9.39;5.45;0.1;0.53;27.64;17.07;29.64;19.07;22.355;DSK
216;21/07/2019;69;16.05;1021.44;2.46;12.34;54;6.07;6.69;0.05;0.21;28.45;17.22;30.45;19.22;22.835;DSK
522;22/07/2019;62;15.79;1022.48;2.23;12.44;43;5.11;7.05;0;0.02;31.69;19.18;33.69;21.18;25.435;DSK
270;23/07/2019;56;15.96;1017.56;2.82;12.4;24;6.85;8;0.01;0.09;35.29;20.25;37.29;22.25;27.77;DSK
323;24/07/2019;57;16.7;1015.2;2.53;12.38;19;6.86;8.24;0.02;0.11;34.5;21.29;36.5;23.29;27.895;DSK
597;25/07/2019;54;16.53;1012.85;3.35;12.41;16;9.31;8.14;0.03;0.18;35.32;20.45;37.32;22.45;27.885;DSK
1075;26/07/2019;70;17.34;1011.97;3.34;12.2;58;9.37;6.19;0.25;1.1;27.93;17.49;29.93;19.49;22.71;DSK
687;27/07/2019;83;16.35;1007.42;3.56;11.51;77;9.91;5.07;0.45;1.68;22.94;15.16;24.94;17.16;19.05;DSK
507;28/07/2019;71;13.17;1008.31;4.83;12.15;59;10.73;6.05;0.12;0.52;23.86;13.32;25.86;15.32;18.59;DSK
588;29/07/2019;62;12.21;1010.39;3.51;12.47;14;9.12;8.19;0.01;0.03;27.53;16.34;29.53;18.34;21.935;DSK
1130;30/07/2019;68;13.65;1014.07;5.32;12.47;42;11.35;5.93;0.05;0.17;24.76;14.47;26.76;16.47;19.615;DSK
172;31/07/2019;65;11.97;1018.19;3.83;12.6;46;8.6;6.17;0.01;0.07;24.67;13.94;26.67;15.94;19.305;DSK
412;01/08/2019;64;12.27;1017.1;2.53;12.52;55;6.05;5.88;0.02;0.15;26.08;15.45;28.08;17.45;20.765;DSK
937;02/08/2019;64;13.49;1016.68;2.81;12.47;37;6.79;7.1;0.01;0.07;27.61;15.52;29.61;17.52;21.565;DSK
134;03/08/2019;62;13.45;1016.29;2.6;12.63;35;6.11;6.95;0;0.02;28.36;16.05;30.36;18.05;22.205;DSK
505;04/08/2019;61;13.64;1014.82;2.62;12.53;51;6.19;6.55;0.01;0.06;29.39;17.31;31.39;19.31;23.35;DSK
335;05/08/2019;68;15.52;1014.77;3.15;12.51;56;7.33;6.21;0.03;0.16;27.7;17.7;29.7;19.7;22.7;DSK
771;06/08/2019;73;16.48;1013.11;2.95;12.54;62;6.88;5.83;0.12;0.55;27.02;17.72;29.02;19.72;22.37;DSK
176;07/08/2019;77;16.66;1011.48;3.12;12.16;70;7.41;4.95;0.2;0.85;25.97;16.94;27.97;18.94;21.455;DSK
35;08/08/2019;69;16.43;1011.73;2.52;12.46;58;6.01;6.19;0.04;0.29;29.5;20.08;31.5;22.08;24.79;DSK
602;09/08/2019;71;18.14;1009.84;4.85;12.35;57;12.78;6.21;0.16;1.08;29.38;18.34;31.38;20.34;23.86;DSK
660;10/08/2019;69;15.63;1015.95;5.28;12.42;58;11.61;5.79;0.06;0.35;26.3;16.14;28.3;18.14;21.22;DSK
81;11/08/2019;74;14.54;1016.97;3.46;12.35;57;9.36;5.69;0.11;0.55;23.99;14.57;25.99;16.57;19.28;DSK
468;12/08/2019;75;13.44;1017.69;3.75;12.21;58;8.98;4.98;0.11;0.46;22.74;12.88;24.74;14.88;17.81;DSK
1020;13/08/2019;68;10.91;1020.1;3.72;12.48;51;7.8;4.98;0.04;0.18;22.63;12.61;24.63;14.61;17.62;DSK
362;14/08/2019;65;11.15;1018;3.73;12.5;53;9.27;5.95;0.04;0.17;24.9;16.2;26.9;18.2;20.55;DSK
892;15/08/2019;69;13.44;1017.82;4.55;12.53;67;10.29;5.19;0.02;0.09;24.01;13.49;26.01;15.49;18.75;DSK
896;16/08/2019;67;12.84;1017.43;3.27;12.54;51;8.26;5.93;0.03;0.19;25.84;16.27;27.84;18.27;21.055;DSK
841;17/08/2019;74;15.22;1013.16;3.77;12.21;75;9.27;5.64;0.12;0.41;25.26;17.23;27.26;19.23;21.245;DSK
291;18/08/2019;76;16.35;1011.6;4.39;12.32;56;11.06;5.79;0.21;1.08;25.98;15.03;27.98;17.03;20.505;DSK
731;19/08/2019;75;13.92;1018.49;3.23;12.41;55;7.48;5.31;0.09;0.42;23.37;14.19;25.37;16.19;18.78;DSK
868;20/08/2019;73;12.64;1022.77;2.77;12.03;62;6.74;5.07;0.2;0.67;22.43;12.14;24.43;14.14;17.285;DSK
1050;21/08/2019;66;11.35;1024.21;2.73;12.43;46;6.63;5.4;0;0.02;25.43;12.92;27.43;14.92;19.175;DSK
585;22/08/2019;63;11.76;1023.33;2.5;12.5;28;5.92;6.38;0.02;0.08;27.12;13.79;29.12;15.79;20.455;DSK
46;23/08/2019;60;12.25;1021.77;2.64;12.57;24;5.82;6.4;0.02;0.08;29.07;15.39;31.07;17.39;22.23;DSK
53;24/08/2019;60;13.57;1018.58;2.45;12.54;33;5.38;6.29;0.01;0.05;30.77;16.27;32.77;18.27;23.52;DSK
237;25/08/2019;64;14.66;1018.27;2.16;12.43;23;4.58;6.76;0.01;0.04;30.14;16.61;32.14;18.61;23.375;DSK
222;26/08/2019;63;14.78;1017.32;2.21;12.3;28;5.44;6.24;0.01;0.04;30.72;18.27;32.72;20.27;24.495;DSK
894;27/08/2019;67;16.07;1016.2;2.52;12.15;67;6.32;5;0.05;0.36;28.98;17.74;30.98;19.74;23.36;DSK
825;28/08/2019;72;16.63;1016.99;2.59;12.21;66;6.29;5.55;0.06;0.4;27.71;16.61;29.71;18.61;22.16;DSK
574;29/08/2019;69;15.33;1020.18;2.53;12.33;35;5.81;6.17;0.03;0.17;27.48;15.48;29.48;17.48;21.48;DSK
70;30/08/2019;64;14.35;1020.98;2.22;12.36;28;5.18;6.17;0.02;0.11;29.47;16.43;31.47;18.43;22.95;DSK
823;31/08/2019;65;14.87;1015.68;3.28;12.33;29;8.02;6.38;0.04;0.24;29.01;16.01;31.01;18.01;22.51;DSK
756;01/09/2019;68;13.15;1017.2;3.29;12.22;68;8.22;5.02;0.05;0.3;23.66;12.91;25.66;14.91;18.285;DSK
201;02/09/2019;62;10.19;1022.01;3.71;12.39;27;8.39;6.17;0.01;0.05;23.92;12.01;25.92;14.01;17.965;DSK
281;03/09/2019;60;9.64;1023.78;2.86;12.4;23;6.07;6.48;0.01;0.03;25.56;12.1;27.56;14.1;18.83;DSK
996;04/09/2019;63;10.57;1019.8;3.5;12.42;18;9.07;6.36;0.02;0.16;25.76;13.13;27.76;15.13;19.445;DSK
130;05/09/2019;65;9.69;1021.75;4.66;12.39;42;10.65;4.76;0.03;0.19;21.09;10.03;23.09;12.03;15.56;DSK
590;06/09/2019;62;7.75;1023.15;4.11;12.37;37;9.85;5.19;0.02;0.1;21.81;11.66;23.81;13.66;16.735;DSK
79;07/09/2019;65;9.07;1021.12;3.52;12.31;56;8.74;4.48;0.04;0.21;21.78;10.82;23.78;12.82;16.3;DSK
1191;08/09/2019;66;8.14;1020.16;3.67;12.29;42;8.1;4.74;0.04;0.12;20.27;8.43;22.27;10.43;14.35;DSK
1031;09/09/2019;65;7.04;1016.3;2.92;12.24;60;6.8;4.31;0.07;0.42;20.48;10.69;22.48;12.69;15.585;DSK
234;10/09/2019;69;9.23;1016.04;3.2;11.95;67;8.06;4.38;0.24;1.01;20.79;10.91;22.79;12.91;15.85;DSK
792;11/09/2019;67;10.04;1024.01;3.27;13.12;66;7.62;4.52;0.01;0.1;23.58;13.24;25.58;15.24;18.41;DSK
44;12/09/2019;67;11.98;1029.74;2.78;12.56;36;6.26;5.67;0.01;0.02;25.82;13.76;27.82;15.76;19.79;DSK
529;13/09/2019;69;13.24;1030.49;2.65;12.35;28;7.07;5.76;0.01;0.03;26.74;14.89;28.74;16.89;20.815;DSK
941;14/09/2019;67;13.71;1027.99;2.95;12.33;59;7.25;4.5;0.01;0.06;27.36;14.31;29.36;16.31;20.835;DSK
948;15/09/2019;65;13.19;1024.06;2.33;12.25;26;5.26;5.64;0.01;0.06;28.44;14.67;30.44;16.67;21.555;DSK
1026;16/09/2019;65;13.07;1020.82;2.42;12.24;26;5.81;5.55;0.01;0.03;27.96;15.38;29.96;17.38;21.67;DSK
577;17/09/2019;67;13.34;1019.36;3.26;12.37;31;8.74;5.4;0.01;0.04;26.09;13.51;28.09;15.51;19.8;DSK
61;18/09/2019;63;10.56;1020.35;4.56;12.88;28;10.07;4.86;0.02;0.1;24.05;12.16;26.05;14.16;18.105;DSK
805;19/09/2019;60;8.88;1022.48;4.58;12.37;18;10.06;5.29;0.02;0.1;23.47;11.54;25.47;13.54;17.505;DSK
18;20/09/2019;56;8.33;1020.65;4.43;12.44;11;11.31;5.29;0.01;0.09;25.62;14.29;27.62;16.29;19.955;DSK
1167;21/09/2019;65;12.32;1014.11;4.53;12.3;39;11.82;4.57;0.1;0.46;25.96;15.97;27.96;17.97;20.965;DSK
661;22/09/2019;80;14.65;1010.62;4.31;11.79;76;11.65;3.79;0.37;1.92;22.61;12.82;24.61;14.82;17.715;DSK
885;23/09/2019;78;12.6;1016.02;3.81;12.01;70;9.81;3.9;0.09;0.69;21.76;13.48;23.76;15.48;17.62;DSK
809;24/09/2019;78;12.84;1012.14;4.55;12.13;71;11.26;4.05;0.24;1.21;21.08;14.15;23.08;16.15;17.615;DSK
255;25/09/2019;81;13.2;1011.74;5.05;12.15;81;11.85;3.71;0.16;0.66;20.27;15.21;22.27;17.21;17.74;DSK
879;26/09/2019;80;14.26;1014.12;4.91;12.07;76;11.43;4;0.1;0.47;22.06;13.59;24.06;15.59;17.825;DSK
767;27/09/2019;78;13.18;1015.35;4.69;12.34;58;10.72;4;0.09;0.42;21.98;13.64;23.98;15.64;17.81;DSK
549;28/09/2019;75;12.15;1017.97;4.4;12.42;61;10;3.69;0.03;0.16;21.54;12.36;23.54;14.36;16.95;DSK
1112;29/09/2019;74;12.15;1012.06;5.78;12.28;44;14.04;4.14;0.07;0.37;23.51;13.59;25.51;15.59;18.55;DSK
1117;30/09/2019;76;13.06;1014.73;3.86;12.23;57;11;3.95;0.03;0.2;22.39;13.94;24.39;15.94;18.165;DSK
656;01/10/2019;80;13.81;1008.78;4.72;12.55;62;12.22;3.76;0.25;1.31;22.07;13.38;24.07;15.38;17.725;DSK
317;02/10/2019;77;11.03;1013.06;4.63;12.79;65;11.91;3.6;0.1;0.49;18.71;7.7;20.71;9.7;13.205;DSK
283;03/10/2019;69;6.74;1017.98;3.2;12.84;54;9.24;3.93;0.01;0.08;18.72;9.8;20.72;11.8;14.26;DSK
432;04/10/2019;77;10.09;1013.75;4.62;12.73;71;11.12;3.4;0.06;0.26;19.03;12.28;21.03;14.28;15.655;DSK
301;05/10/2019;78;11.37;1015.19;3.52;12.7;73;9.51;3.52;0.04;0.17;19.41;12.27;21.41;14.27;15.84;DSK
1043;06/10/2019;79;11.32;1016;4.39;12.46;70;11.29;3.36;0.11;0.63;18.84;10.29;20.84;12.29;14.565;DSK
504;07/10/2019;76;9.16;1017.85;4.07;12.52;72;12.06;3.64;0.08;0.32;18.24;11.07;20.24;13.07;14.655;DSK
421;08/10/2019;76;10.73;1015.65;4.07;12.44;60;10.16;3.74;0.14;0.62;20.83;11.75;22.83;13.75;16.29;DSK
760;09/10/2019;81;10.78;1015.75;4.78;12.6;65;11.58;3.05;0.14;0.49;17.6;10.83;19.6;12.83;14.215;DSK
717;10/10/2019;75;9.77;1019.19;4.32;12.84;49;10.82;3.38;0.05;0.32;19.5;10.21;21.5;12.21;14.855;DSK
1115;11/10/2019;74;10.41;1018.13;4.24;12.82;37;10.02;3.57;0;0.02;22.13;13.19;24.13;15.19;17.66;DSK
938;12/10/2019;78;13.03;1014.91;4.15;12.7;62;11.41;3.1;0.06;0.2;22.35;14.97;24.35;16.97;18.66;DSK
358;13/10/2019;75;13.69;1013.01;5.23;12.86;51;13.92;3.31;0.04;0.28;24.1;14.11;26.1;16.11;19.105;DSK
633;14/10/2019;78;13.57;1010.82;4.89;12.52;59;13.72;3;0.2;1.22;23.25;12.4;25.25;14.4;17.825;DSK
1189;15/10/2019;82;11.07;1010.89;4.77;12.12;71;12.89;2.43;0.5;2.34;17.08;10.01;19.08;12.01;13.545;DSK
808;16/10/2019;78;9.74;1013.2;4.81;12.4;65;12.3;2.81;0.25;0.7;18.63;11.59;20.63;13.59;15.11;DSK
962;17/10/2019;81;11.39;1013.42;4.13;12.58;76;10.71;2.43;0.12;0.47;18.65;12.24;20.65;14.24;15.445;DSK
63;18/10/2019;81;11.43;1011.95;4.77;12.63;79;10.98;2.5;0.13;0.58;18.13;12.3;20.13;14.3;15.215;DSK
550;19/10/2019;85;12.08;1007.75;3.6;12.37;82;10.86;2.43;0.29;0.89;18.15;12.45;20.15;14.45;15.3;DSK
8;20/10/2019;86;11.95;1007.59;4.07;11.82;83;11.61;2.36;0.45;1.61;17.52;10.77;19.52;12.77;14.145;DSK
239;21/10/2019;85;10.49;1017.77;2.73;12.2;77;8.33;2.29;0.28;1.14;16.23;9.21;18.23;11.21;12.72;DSK
334;22/10/2019;87;9.96;1020.76;2.78;11.52;76;8.35;2.19;0.19;0.75;15.93;11.58;17.93;13.58;13.755;DSK
527;23/10/2019;85;11.62;1011.18;4.23;11.42;85;12.01;2.21;0.55;2.31;17.75;11.61;19.75;13.61;14.68;DSK
700;24/10/2019;84;11.46;1011.37;3.79;11.97;75;11.08;2.14;0.25;1.29;17.57;10.5;19.57;12.5;14.035;DSK
947;25/10/2019;81;10.99;1020.08;3.86;12.72;64;10.3;2.4;0.02;0.09;19.34;10.46;21.34;12.46;14.9;DSK
126;26/10/2019;77;10.79;1018.65;4.34;12.6;47;10.9;2.55;0.04;0.2;21.58;10.87;23.58;12.87;16.225;DSK
212;27/10/2019;80;10.19;1020.7;3.17;12.47;76;8.31;2.38;0.11;0.45;18.16;10.25;20.16;12.25;14.205;DSK
15;28/10/2019;83;9.76;1018.87;3.22;12.37;93;6.86;2.36;0.06;0.25;15.86;10.26;17.86;12.26;13.06;DSK
632;29/10/2019;83;9.83;1018.35;3.39;11.83;86;7.56;2.33;0.08;0.31;16.3;10.3;18.3;12.3;13.3;DSK
440;30/10/2019;86;10.41;1020.06;2.79;11.24;80;6.7;2.31;0.19;0.8;16.5;11.08;18.5;13.08;13.79;DSK
364;31/10/2019;87;10.94;1018.31;3.29;12.16;89;8.6;2;0.23;1.01;15.9;10.55;17.9;12.55;13.225;DSK
1046;01/11/2019;89;12.13;1011.17;4.31;11.53;88;11.98;1.98;0.4;1.55;16.88;12.79;18.88;14.79;14.835;DSK
327;02/11/2019;86;11.56;1000.11;5.85;11.85;88;14.32;1.69;0.45;1.33;16.15;10.95;18.15;12.95;13.55;DSK
735;03/11/2019;84;9.61;991.43;6.37;11.71;83;17.41;1.52;0.6;2.44;14.54;10.02;16.54;12.02;12.28;DSK
1083;04/11/2019;82;9.16;995.79;5.84;11.9;72;15.16;1.88;0.34;1.11;15.47;8.34;17.47;10.34;11.905;DSK
453;05/11/2019;83;7.69;999.37;4.37;12.32;74;12.19;1.45;0.25;0.84;13.63;7.84;15.63;9.84;10.735;DSK
980;06/11/2019;82;7.18;1006.5;3.73;12.94;76;10.27;1.52;0.13;0.62;13.45;7.05;15.45;9.05;10.25;DSK
146;07/11/2019;81;5.71;1003.06;4.55;12.13;75;12.11;1.52;0.27;1.45;11.74;4.93;13.74;6.93;8.335;DSK
1012;08/11/2019;83;4.59;1005.53;3.52;12.29;73;9.14;1.36;0.19;0.64;10.91;4.28;12.91;6.28;7.595;DSK
193;09/11/2019;81;4.09;1010.9;3.85;11.97;65;10.99;1.43;0.23;1.34;11.42;4.39;13.42;6.39;7.905;DSK
359;10/11/2019;81;3.94;1010.84;3.56;12.26;73;11.12;1.1;0.11;0.52;10.57;3.93;12.57;5.93;7.25;DSK
773;11/11/2019;81;4.06;1011.17;4.47;12.02;76;12.8;1.33;0.14;0.61;11.19;4.82;13.19;6.82;8.005;DSK
141;12/11/2019;78;3.84;1007.71;4.83;12.63;61;11.35;1.45;0.11;0.4;11.22;3.96;13.22;5.96;7.59;DSK
427;13/11/2019;77;2.97;1004.77;3.98;12.67;72;12.21;1.24;0.1;0.75;11.04;3.7;13.04;5.7;7.37;DSK
1024;14/11/2019;82;2.97;999.36;3.63;11.31;82;12.02;1.1;0.55;2.26;8.9;2.64;10.9;4.64;5.77;DSK
1113;15/11/2019;86;2.74;1002.04;3.06;11;82;8.86;1;0.27;1.05;8.23;2.57;10.23;4.57;5.4;DSK
952;16/11/2019;84;2.88;1007.89;3.31;11.69;76;8.72;1.05;0.19;0.76;9.09;2.52;11.09;4.52;5.805;DSK
540;17/11/2019;84;2.72;1009.06;2.46;11.17;78;6.83;1.05;0.12;0.46;8.79;2.84;10.79;4.84;5.815;DSK
1170;18/11/2019;82;2.67;1013.56;2.98;11.95;75;8.01;1.02;0.1;0.42;9.02;2.41;11.02;4.41;5.715;DSK
946;19/11/2019;81;2.4;1016.59;2.87;11.85;69;7.98;1.14;0.04;0.12;10.06;1.24;12.06;3.24;5.65;DSK
899;20/11/2019;81;1.91;1011.99;3.37;12.04;72;8.64;1.12;0.01;0.08;9.97;3.23;11.97;5.23;6.6;DSK
322;21/11/2019;84;4.02;1005.92;3.67;11.09;81;9.52;1.02;0.14;0.49;11.3;5.05;13.3;7.05;8.175;DSK
982;22/11/2019;81;5.73;999.7;5.36;11.75;86;14.8;1.02;0.19;0.8;12.83;8.51;14.83;10.51;10.67;DSK
1022;23/11/2019;86;7.75;993.53;4.53;10.48;87;15.13;1;0.68;1.99;12.32;6.26;14.32;8.26;9.29;DSK
972;24/11/2019;86;6.55;1006.49;3.25;11.12;76;9.33;1.14;0.13;0.51;12.14;6.56;14.14;8.56;9.35;DSK
1137;25/11/2019;86;7.58;1008.46;3.58;11.84;81;9.57;1.38;0.07;0.25;13.67;8.09;15.67;10.09;10.88;DSK
860;26/11/2019;84;8.44;1005.24;4.41;12.07;85;12.55;1.4;0.12;0.65;15.06;9.24;17.06;11.24;12.15;DSK
736;27/11/2019;83;8.55;999.14;6.39;10.16;82;16.01;1.29;0.34;1.42;14.06;9.16;16.06;11.16;11.61;DSK
