id;date_releve;humidity;dewpoint;pressure;windspeed;visibility;cloudcover;windgust;uvindex;precipintensity;precipintensitymax;temperaturehigh;temperaturelow;temperaturehighoffset2;temperaturelowoffset2;temperature
606;2019-01-21;78;-1.29;1020.36;2.88;10.94;49;7.5;1.26;0.03;0.09;6.2;-1.15;8.2;0.85;2.525
97;2019-01-22;78;-1.31;1010.05;3.97;9.81;69;10.54;1.19;0.18;0.73;6.36;1.34;8.36;3.34;3.85
842;2019-01-23;80;-0.17;999.88;4.58;9.43;81;12.2;1;0.25;0.73;5.46;-0.6;7.46;1.4;2.43
1053;2019-01-24;75;-2.22;1009.54;3.84;11.25;75;10.3;1.02;0.03;0.14;5.48;0.39;7.48;2.39;2.935
1064;2019-01-25;78;0.17;1016.15;3.6;10.61;73;9.41;1.33;0.04;0.15;7.65;3.37;9.65;5.37;5.51
580;2019-01-26;81;3.39;1014.19;4.67;11.02;77;13;1.4;0.05;0.19;10.33;4.79;12.33;6.79;7.56
343;2019-01-27;77;2.56;1001.82;7.6;10.42;79;17.3;1.29;0.22;0.55;9.19;2.76;11.19;4.76;5.975
933;2019-01-28;75;0.37;1006.63;5.22;11.31;68;14.03;1.31;0.21;0.61;7.65;0.82;9.65;2.82;4.235
551;2019-01-29;77;-0.19;1004.92;4.6;10.36;74;15.78;1.4;0.29;1.18;7.45;1.42;9.45;3.42;4.435
985;2019-01-30;77;-0.16;1000.9;5.16;9.65;74;16.38;1.26;0.23;0.75;6.29;0.47;8.29;2.47;3.38
78;2019-01-31;84;1.5;994.72;4.11;9.59;84;12.71;1.4;0.25;0.99;7.74;4.13;9.74;6.13;5.935
247;2019-02-01;87;4.32;988.82;3.74;8.76;85;11.86;1.4;0.46;1.34;9.43;2.95;11.43;4.95;6.19
244;2019-02-02;83;1.78;1000.51;5.2;9.68;82;13.07;1.1;0.24;0.74;6.71;1.4;8.71;3.4;4.055
556;2019-02-03;74;-0.83;1019.65;5.2;11.7;62;12.59;1.31;0.05;0.17;6.98;-0.68;8.98;1.32;3.15
970;2019-02-04;75;-1.09;1026.17;4.03;11.09;67;11.37;1.62;0.14;0.58;7.52;1.63;9.52;3.63;4.575
304;2019-02-05;81;2.22;1026.45;2.9;10.49;63;7.48;1.74;0.07;0.23;9.92;3.51;11.92;5.51;6.715
210;2019-02-06;81;3.77;1023.84;3.08;10.99;65;8.85;1.93;0.1;0.38;11.74;4.4;13.74;6.4;8.07
4;2019-02-07;77;3.48;1018.81;4.72;11.73;72;11.95;1.43;0.07;0.28;11.46;4.09;13.46;6.09;7.775
721;2019-02-08;78;3.96;1015.75;5.51;12.2;81;13.64;1.52;0.08;0.36;12.05;5.55;14.05;7.55;8.8
902;2019-02-09;76;4.68;1015.45;5.34;11.89;81;13.66;1.55;0.09;0.56;13;6.63;15;8.63;9.815
208;2019-02-10;78;4.68;1009.98;7.16;10.66;83;18.63;1.5;0.3;1.07;11.66;4.14;13.66;6.14;7.9
381;2019-02-11;73;1.64;1024.58;4.77;12.47;59;13.92;1.79;0.03;0.1;10.11;0.76;12.11;2.76;5.435
1184;2019-02-12;73;0.18;1033.96;2.54;11.76;45;6.05;2.43;0;0.01;11.18;-0.31;13.18;1.69;5.435
21;2019-02-13;70;-0.49;1034.08;2.75;12.54;26;6.7;2.76;0;0;12.16;0.78;14.16;2.78;6.47
1144;2019-02-14;69;0.85;1032.93;2.85;12.88;11;6.38;2.74;0;0;14.56;1.68;16.56;3.68;8.12
376;2019-02-15;65;0.74;1029.29;2.59;12.38;7;5.89;2.81;0;0;16.05;1.87;18.05;3.87;8.96
75;2019-02-16;66;1.15;1027.53;2.66;11.81;30;6.64;2.83;0;0.01;16.56;3.36;18.56;5.36;9.96
562;2019-02-17;64;1.69;1022.94;3.74;12.16;44;9.71;2.67;0;0.01;16.5;3.55;18.5;5.55;10.025
737;2019-02-18;72;3.2;1020.71;3.4;11.95;55;8.34;2.36;0.02;0.08;14.6;3.79;16.6;5.79;9.195
124;2019-02-19;77;3.57;1022.2;2.34;11.54;57;5.88;2.19;0.01;0.05;12.85;2.27;14.85;4.27;7.56
2;2019-02-20;77;3.41;1023.95;2.36;11.44;35;4.85;2.48;0;0.01;14.52;2.8;16.52;4.8;8.66
370;2019-02-21;74;3.51;1028.2;2.22;11.22;23;4.46;2.55;0;0;16.01;3.54;18.01;5.54;9.775
998;2019-02-22;68;3.53;1031.27;2.94;11.74;30;7.59;2.64;0;0.01;17.51;4.61;19.51;6.61;11.06
977;2019-02-23;67;3.56;1030.9;3.19;12.14;14;9.03;3.33;0;0;16.68;2.99;18.68;4.99;9.835
837;2019-02-24;62;1.07;1033.18;2.67;12.3;20;6.49;3.17;0;0.01;16.04;2.66;18.04;4.66;9.35
889;2019-02-25;62;1.95;1033.22;2.41;12.83;8;5.3;3.05;0;0;17.41;3.54;19.41;5.54;10.475
273;2019-02-26;64;3.4;1030.6;2.26;12.5;10;5.01;3.29;0;0;19.15;3.86;21.15;5.86;11.505
490;2019-02-27;63;3.54;1026.11;2.11;12.41;18;5.21;3.38;0;0;20.33;5.88;22.33;7.88;13.105
169;2019-02-28;73;5.7;1024.24;4.88;12.14;51;12.31;2.83;0.03;0.18;16.08;7.67;18.08;9.67;11.875
51;2019-03-01;74;5.45;1021.46;4.48;12.53;70;11.33;2.64;0.06;0.27;13.35;6.21;15.35;8.21;9.78
178;2019-03-02;75;5.5;1019.05;4.97;12.55;70;12.08;2.62;0.06;0.5;14.25;6.79;16.25;8.79;10.52
730;2019-03-03;71;5.73;1014.78;5.61;13.59;70;14.31;2.81;0.05;0.29;17.02;7.77;19.02;9.77;12.395
181;2019-03-04;68;3.98;1008.87;7.52;11.34;77;18.95;2.45;0.14;0.54;12.97;5.55;14.97;7.55;9.26
48;2019-03-05;69;3.82;1012.28;4.97;12.14;72;13.27;2.55;0.06;0.21;14.51;6.81;16.51;8.81;10.66
1187;2019-03-06;72;5.8;1002.62;6.56;11.72;90;17.63;2.55;0.21;0.77;15.12;7.56;17.12;9.56;11.34
465;2019-03-07;72;4.81;1006.56;6.42;11.77;64;16.06;2.74;0.17;0.84;13.12;4.7;15.12;6.7;8.91
1068;2019-03-08;72;3.89;1018.37;4.22;12.13;59;10.97;2.74;0.05;0.22;13.34;6.93;15.34;8.93;10.135
1039;2019-03-09;78;7.04;1022.88;5.37;12.48;83;13.02;3.29;0.08;0.33;14.78;9.37;16.78;11.37;12.075
958;2019-03-10;75;6.95;1021.74;7.35;12.09;77;17.31;3.14;0.11;0.47;14.68;5.21;16.68;7.21;9.945
114;2019-03-11;64;1.12;1028.13;5.94;12.25;48;14.83;3.1;0.04;0.15;12.26;2.17;14.26;4.17;7.215
401;2019-03-12;63;0.34;1021.08;5.75;12.38;55;16.07;3.74;0.08;0.54;14.65;4.91;16.65;6.91;9.78
517;2019-03-13;70;2.63;1019.3;6.91;12.44;61;15.43;2.33;0.09;0.28;11.35;6.09;13.35;8.09;8.72
979;2019-03-14;77;4.78;1019.59;7.6;11.48;80;17.53;2.79;0.23;0.66;11.97;8.83;13.97;10.83;10.4
620;2019-03-15;80;7.69;1019.76;7.04;12.36;84;15.53;3;0.12;0.36;14.12;7.46;16.12;9.46;10.79
753;2019-03-16;71;5.94;1016.72;5.59;12.93;62;12.24;3.64;0.03;0.18;16.67;6.5;18.67;8.5;11.585
144;2019-03-17;72;3.95;1013.74;5.83;11.65;66;14.42;2.9;0.1;0.45;12.95;3.84;14.95;5.84;8.395
1127;2019-03-18;70;1.93;1022.28;4.56;11.86;56;11.02;3.48;0.04;0.15;11.81;2.88;13.81;4.88;7.345
399;2019-03-19;71;1.97;1027.01;2.98;12.22;45;6.43;4.12;0.03;0.11;12.26;2.04;14.26;4.04;7.15
541;2019-03-20;65;1.14;1031.83;2.89;12.53;26;6.28;4.36;0;0.02;14.3;2.41;16.3;4.41;8.355
284;2019-03-21;62;1.5;1031.13;2.58;13.01;26;5.66;4.48;0;0;15.81;3.02;17.81;5.02;9.415
39;2019-03-22;60;2.01;1028.69;2.01;11.87;18;4.18;4.83;0;0;18.77;4.29;20.77;6.29;11.53
875;2019-03-23;62;3.17;1027.65;2.39;11.73;31;5.93;4.52;0;0.01;18.67;4.99;20.67;6.99;11.83
340;2019-03-24;65;3.66;1026.24;2.98;12.75;26;7.41;4.43;0;0.01;17.28;4.68;19.28;6.68;10.98
407;2019-03-25;64;2.15;1025.7;5.05;12.35;29;12.32;3.71;0.01;0.02;14.06;3.11;16.06;5.11;8.585
1136;2019-03-26;58;-0.35;1028.59;4.54;12.56;20;11.65;4.4;0.03;0.1;13.9;1.87;15.9;3.87;7.885
755;2019-03-27;59;0.44;1030;3.59;12.77;17;8.33;4.67;0;0;14.88;3.24;16.88;5.24;9.06
968;2019-03-28;62;2.11;1031.33;3.19;12.04;14;7.21;4.26;0;0;15.74;3.93;17.74;5.93;9.835
696;2019-03-29;63;3.26;1027.72;3.02;12.01;15;8.3;4.02;0;0;17.82;4.97;19.82;6.97;11.395
180;2019-03-30;59;3.03;1022.7;2.91;12.16;15;7.21;4.55;0;0.01;18.79;4.83;20.79;6.83;11.81
1174;2019-03-31;60;3.49;1019.28;2.94;12.09;24;7.72;4.55;0;0.03;18.9;6.31;20.9;8.31;12.605
1066;2019-04-01;64;4.87;1016.05;2.97;11.84;56;7.88;3.88;0.02;0.09;18.76;7.54;20.76;9.54;13.15
409;2019-04-02;70;5.42;1011.62;4.01;10.97;73;10.06;3.14;0.1;0.38;15.36;5.49;17.36;7.49;10.425
26;2019-04-03;79;3.78;1004.62;3.9;9.56;77;9.55;2.9;0.39;1.11;9.93;2.5;11.93;4.5;6.215
1080;2019-04-04;73;1.48;1000.3;4.11;11.31;57;9.74;3.24;0.17;0.69;11.63;2.89;13.63;4.89;7.26
672;2019-04-05;66;1.76;1001.14;3.89;11.49;73;10.4;3.83;0.06;0.28;14.02;5.39;16.02;7.39;9.705
618;2019-04-06;76;4.85;1001.34;4.09;10.14;86;10.55;3.19;0.28;1.12;13.37;5.09;15.37;7.09;9.23
674;2019-04-07;76;5.27;1006.53;3.1;11.32;77;7.7;3.48;0.09;0.36;14.36;5.12;16.36;7.12;9.74
989;2019-04-08;75;5.58;1010.9;2.63;11.86;62;6.12;3.88;0.05;0.25;15.4;5.76;17.4;7.76;10.58
535;2019-04-09;76;6.12;1010.56;2.24;11.24;64;5.4;4.05;0.09;0.32;15.77;6.53;17.77;8.53;11.15
649;2019-04-10;77;6.21;1011.77;3.73;10.59;73;9.2;3.62;0.09;0.32;14.5;5.93;16.5;7.93;10.215
634;2019-04-11;70;4.3;1016.75;4.58;11.2;52;9.51;4.26;0.06;0.24;14.3;3.68;16.3;5.68;8.99
935;2019-04-12;63;1.79;1019.47;3.89;11.41;30;8.82;4.69;0.03;0.1;14.33;2.67;16.33;4.67;8.5
131;2019-04-13;58;-0.25;1019.9;3.86;12.13;23;8.62;4.62;0.01;0.05;13.87;2.11;15.87;4.11;7.99
1166;2019-04-14;57;-1.35;1018.93;4.18;11.94;46;9.01;4.29;0.03;0.1;12.81;2.82;14.81;4.82;7.815
1027;2019-04-15;58;1.45;1017.14;4.44;12;52;11.35;4.88;0.06;0.49;17.15;8.17;19.15;10.17;12.66
568;2019-04-16;76;7.29;1017.61;3.05;11.12;81;9.75;3.55;0.13;0.8;15.63;6.88;17.63;8.88;11.255
1188;2019-04-17;72;7.31;1018.43;3.43;12.97;59;9.15;4.64;0;0.02;19.17;8.99;21.17;10.99;14.08
1108;2019-04-18;64;7.38;1018.54;4;13.42;77;10.62;4.19;0;0.01;21.19;9.73;23.19;11.73;15.46
1000;2019-04-19;57;6.85;1023.8;3.42;13.05;52;8.78;4.83;0;0.03;22.8;8.9;24.8;10.9;15.85
486;2019-04-20;57;6.48;1024.6;3.38;12.14;27;8.53;5.38;0.01;0.09;22.48;10.07;24.48;12.07;16.275
520;2019-04-21;60;6.89;1017.57;3.3;11.86;58;8.42;4.33;0.03;0.13;20.73;9.89;22.73;11.89;15.31
882;2019-04-22;61;7.48;1005.25;3.43;12.2;69;9.26;4.38;0.02;0.16;22.07;11.62;24.07;13.62;16.845
121;2019-04-23;71;9.54;997.41;3.72;11.03;80;10.5;3.52;0.19;0.69;19.15;10.73;21.15;12.73;14.94
733;2019-04-24;76;8.78;1000.93;5.32;10.57;75;14.71;3.71;0.32;1.4;17.14;9.56;19.14;11.56;13.35
36;2019-04-25;76;7.8;1005.97;5.66;10.32;77;14.71;3.83;0.34;1.5;16.13;7.06;18.13;9.06;11.595
925;2019-04-26;76;6.96;1015.31;4.48;11.4;63;11.94;4.21;0.19;0.99;15.77;8.28;17.77;10.28;12.025
1098;2019-04-27;71;5.87;1020.77;6.25;11.91;69;13.52;4.26;0.08;0.3;14.85;6.7;16.85;8.7;10.775
654;2019-04-28;71;4.79;1022.75;4.81;11.97;74;10.83;4.1;0.05;0.15;14.04;5.55;16.04;7.55;9.795
891;2019-04-29;70;5.04;1021.97;3.04;12.01;53;7.29;4.86;0.01;0.05;16.42;5.94;18.42;7.94;11.18
906;2019-04-30;66;5.52;1020.17;3.02;12.36;30;6.43;6.05;0;0.01;18;6.55;20;8.55;12.275
812;2019-05-01;70;7.12;1016.46;2.4;11.48;49;5.84;5.76;0.02;0.09;19.17;8.59;21.17;10.59;13.88
296;2019-05-02;76;7.88;1015.49;3.65;11.21;68;8.31;4.57;0.09;0.34;16.41;8.03;18.41;10.03;12.22
810;2019-05-03;75;7.05;1013.74;3.32;11.52;73;7.34;4.38;0.09;0.31;15.53;7.14;17.53;9.14;11.335
1132;2019-05-04;75;5.13;1013.22;4.9;11.48;58;12.61;4.33;0.13;0.61;13.72;3.22;15.72;5.22;8.47
77;2019-05-05;64;0.84;1019.24;5.48;12.19;37;12.55;4.36;0.03;0.16;12.49;2.73;14.49;4.73;7.61
1078;2019-05-06;59;0.87;1020.92;3.3;12.35;30;7.76;5.45;0.01;0.03;15.23;4.27;17.23;6.27;9.75
345;2019-05-07;61;3.31;1016.49;2.86;12.35;71;7.34;4.36;0.02;0.13;17.85;10.51;19.85;12.51;14.18
1160;2019-05-08;81;9.16;1005.39;5.36;10.26;87;14.57;3.64;0.45;1.67;15.86;9.05;17.86;11.05;12.455
1105;2019-05-09;77;8.48;1005.55;5.53;11.97;74;14.43;4.38;0.13;0.76;16.61;8.85;18.61;10.85;12.73
973;2019-05-10;78;9.49;1011.32;2.94;11.96;71;8.04;4.86;0.1;0.5;18.43;10.91;20.43;12.91;14.67
110;2019-05-11;76;8.94;1017.86;5.17;11.44;67;12.65;4.62;0.17;0.6;17.1;7.08;19.1;9.08;12.09
1030;2019-05-12;65;5.04;1028.22;5.01;12.2;32;11.92;5.98;0.01;0.06;17.2;6.91;19.2;8.91;12.055
670;2019-05-13;54;3.23;1028.93;5.63;12.34;25;12.68;6.4;0.01;0.03;18.74;7.68;20.74;9.68;13.21
153;2019-05-14;51;3.41;1024.15;5.12;12.36;15;11.84;7.1;0;0.01;19.84;7.47;21.84;9.47;13.655
1073;2019-05-15;53;3.07;1019.14;4.8;12.29;23;11.26;6.62;0.03;0.11;18.77;6.48;20.77;8.48;12.625
1096;2019-05-16;58;4.57;1013.48;3.33;12.42;51;8.46;5.55;0;0;19.08;9.52;21.08;11.52;14.3
1149;2019-05-17;75;8.16;1006.53;3.57;11.18;83;8.77;4.6;0.17;0.55;16.1;9.54;18.1;11.54;12.82
1088;2019-05-18;80;9.18;1006.6;2.95;10.2;84;7.03;4.33;0.15;0.48;16.65;9.72;18.65;11.72;13.185
1014;2019-05-19;83;9.78;1008.33;3.29;10.12;83;7.76;4.4;0.15;0.44;16.3;10.22;18.3;12.22;13.26
246;2019-05-20;79;9.89;1011.49;3.93;10.92;69;8.36;4.79;0.08;0.26;17.69;9.52;19.69;11.52;13.605
818;2019-05-21;75;9.79;1016.26;3.36;11.32;51;6.92;5.52;0.04;0.16;19.62;9.37;21.62;11.37;14.495
325;2019-05-22;67;9.07;1019.09;2.44;11.9;48;5.86;6.05;0.01;0.06;21.73;9.62;23.73;11.62;15.675
932;2019-05-23;65;9.21;1017.76;2.16;12.29;53;5.28;5.95;0.02;0.12;22.78;11.42;24.78;13.42;17.1
140;2019-05-24;73;10.87;1016.49;3.03;11.41;71;7.11;5.4;0.15;0.41;20.7;11.66;22.7;13.66;16.18
917;2019-05-25;75;11.24;1018.15;3.47;11.4;64;7.66;5.57;0.1;0.32;20.68;11.42;22.68;13.42;16.05
983;2019-05-26;76;11.14;1017.84;3.68;11.68;62;7.9;5.48;0.05;0.18;20.08;12.54;22.08;14.54;16.31
676;2019-05-27;78;11.48;1013.16;4.11;11.65;72;9.1;5.19;0.08;0.27;19.46;11.16;21.46;13.16;15.31
582;2019-05-28;74;9.28;1013.52;5.21;11.86;65;11.42;4.81;0.09;0.28;17.58;8.85;19.58;10.85;13.215
595;2019-05-29;69;7.95;1020.71;4.28;12.3;47;9.45;5.4;0.03;0.1;18.99;10.72;20.99;12.72;14.855
64;2019-05-30;70;10.27;1025.19;3.33;12.38;49;7.3;6.05;0.01;0.04;21.36;11.05;23.36;13.05;16.205
24;2019-05-31;68;11.36;1024.9;2.11;12.25;22;4.39;7.71;0;0.01;24.59;12.21;26.59;14.21;18.4
398;2019-06-01;66;12.85;1020.98;2.24;12.37;17;4.66;7.98;0;0;27.5;14.33;29.5;16.33;20.915
1159;2019-06-02;64;13.17;1016.3;3.19;12.26;27;6.93;7.36;0.01;0.07;27.92;14.45;29.92;16.45;21.185
1092;2019-06-03;68;12.55;1016.03;2.82;12.28;59;6.77;5.45;0.04;0.16;23.93;13.66;25.93;15.66;18.795
639;2019-06-04;70;13.01;1009.94;3.9;12.38;49;10.14;6.62;0.09;0.52;25.52;13.1;27.52;15.1;19.31
884;2019-06-05;74;10.83;1009.2;3.79;11.11;61;10.9;5.6;0.33;1.25;20.2;9.88;22.2;11.88;15.04
1122;2019-06-06;71;9.16;1012.82;3.46;12.09;54;10.22;5.9;0.05;0.41;20.19;12.14;22.19;14.14;16.165
1103;2019-06-07;72;9.96;1009.46;6.56;11.41;60;17.71;5.55;0.26;0.99;19.88;10.55;21.88;12.55;15.215
964;2019-06-08;64;8.09;1021.59;4.81;12.35;42;11.49;6.29;0.03;0.12;21.15;11.19;23.15;13.19;16.17
1093;2019-06-09;70;10.51;1019.61;2.71;12.13;80;7.41;4.76;0.09;0.43;21.67;12.82;23.67;14.82;17.245
308;2019-06-10;80;11.58;1015.23;3.56;10.75;78;8.16;4.64;0.19;0.68;18.93;10.15;20.93;12.15;14.54
950;2019-06-11;82;10.17;1012.27;2.93;10.74;77;7.12;4.24;0.22;0.71;16.8;10.31;18.8;12.31;13.555
450;2019-06-12;76;9.79;1011.73;3.76;11.33;58;9.42;5.31;0.15;0.5;18.93;9.6;20.93;11.6;14.265
371;2019-06-13;69;9.53;1013.11;3.78;12.34;39;9.51;6.55;0.02;0.12;22.11;12.44;24.11;14.44;17.275
422;2019-06-14;71;11.53;1013.08;3.39;12.24;69;8.55;5.4;0.59;20.14;22.42;13.44;24.42;15.44;17.93
263;2019-06-15;79;12.95;1016.64;3.66;11.91;70;9.26;5.14;3.29;22.03;20.62;12.03;22.62;14.03;16.325
1100;2019-06-16;72;11.92;1020.28;3.28;12.65;41;7.86;6.48;0.03;0.11;23.06;12.17;25.06;14.17;17.615
912;2019-06-17;67;12.53;1017.91;2.25;12.64;32;5.27;7.26;0.01;0.06;26.21;14.87;28.21;16.87;20.54
272;2019-06-18;66;13.92;1013.42;2.9;12.41;58;7.14;6.31;0.03;0.18;27.86;15.42;29.86;17.42;21.64
428;2019-06-19;70;13.98;1011.66;3.53;12.06;57;9.75;6.45;0.11;0.48;25.03;14.47;27.03;16.47;19.75
136;2019-06-20;75;13.4;1015.42;3.24;12.42;70;6.97;5.76;0.09;0.34;22.45;13.24;24.45;15.24;17.845
1101;2019-06-21;75;12.76;1018.37;2.87;12.07;64;7.03;5.6;0.1;0.39;21.75;13.18;23.75;15.18;17.465
379;2019-06-22;71;12.95;1017.8;3.02;12.12;48;7.44;6.69;0.05;0.25;24.41;14.72;26.41;16.72;19.565
706;2019-06-23;69;14.99;1014.81;2.99;12.38;66;6.96;6.02;0.01;0.04;28.35;16.68;30.35;18.68;22.515
741;2019-06-24;70;16.1;1016.2;3.04;12.36;66;7.7;6.26;0.05;0.3;28.26;17.59;30.26;19.59;22.925
122;2019-06-25;67;16.31;1018.2;3.05;12.23;58;8.24;6.98;0.04;0.27;29.96;18.69;31.96;20.69;24.325
480;2019-06-26;63;17.01;1020.62;3.68;12.11;17;9.25;8.98;0.01;0.07;33.24;19.87;35.24;21.87;26.555
544;2019-06-27;61;17.53;1020.53;3.86;12.27;10;9.47;9.17;0;0.01;33.82;19.42;35.82;21.42;26.62
1094;2019-06-28;62;17;1018.42;3.59;12.34;20;9.05;8.67;0;0;32.49;18.68;34.49;20.68;25.585
229;2019-06-29;62;16.96;1016.06;2.8;12.09;14;7;9.05;0.01;0.06;33.37;18.52;35.37;20.52;25.945
215;2019-06-30;69;17.21;1018.13;3.08;12.2;32;7.71;8.07;0.02;0.14;29.63;17.51;31.63;19.51;23.57
646;2019-07-01;71;15.97;1019.84;3.33;12.26;45;7.96;7.05;0.07;0.47;26.79;15.77;28.79;17.77;21.28
525;2019-07-02;69;14.77;1019.89;3.37;12.85;38;8.08;7.29;0.05;0.34;26.81;16.44;28.81;18.44;21.625
102;2019-07-03;63;14.16;1018.81;4.03;12.41;34;9.56;7.43;0.04;0.27;27.81;16.24;29.81;18.24;22.025
554;2019-07-04;58;13.58;1019.25;3.63;12.4;18;9.29;8.36;0.01;0.06;29.43;16.88;31.43;18.88;23.155
752;2019-07-05;59;14.66;1017.25;2.76;12.43;18;6.36;8.71;0.01;0.05;30.87;17.47;32.87;19.47;24.17
461;2019-07-06;64;15.86;1013.73;2.68;12.69;21;6.67;8.07;0.06;0.29;29.89;17.3;31.89;19.3;23.595
368;2019-07-07;70;15.94;1014.15;3.11;12.19;51;7.68;6.57;0.07;0.37;27.91;16.53;29.91;18.53;22.22
605;2019-07-08;65;14.04;1015.89;3.38;12.49;54;8.67;6.71;0.04;0.26;27.26;15.38;29.26;17.38;21.32
142;2019-07-09;62;12.16;1016.51;4.02;12.16;42;9.56;6.69;0.13;0.39;25.41;14.91;27.41;16.91;20.16
33;2019-07-10;57;11.59;1017.03;3.14;12.36;26;7.52;7.57;0.02;0.08;27.63;16.53;29.63;18.53;22.08
217;2019-07-11;61;13.27;1014.89;2.64;12.38;65;6.7;5.93;0.03;0.15;27.35;16.72;29.35;18.72;22.035
1033;2019-07-12;64;14.21;1015.49;3.63;12.32;40;8.46;6.93;0.05;0.22;27.54;16.25;29.54;18.25;21.895
836;2019-07-13;64;13.72;1017.52;3.7;12.43;27;8.45;7.07;0.01;0.07;26.91;15.64;28.91;17.64;21.275
531;2019-07-14;63;12.65;1015.95;4.31;12.32;32;9.81;7.05;0.03;0.2;25.86;14.57;27.86;16.57;20.215
1089;2019-07-15;61;11.36;1016.25;4.34;12.34;23;9.95;7.26;0.07;0.23;25.11;13.45;27.11;15.45;19.28
264;2019-07-16;59;11.36;1017.36;2.7;12.42;32;6.18;7.21;0.01;0.09;27.4;14.46;29.4;16.46;20.93
1062;2019-07-17;59;11.93;1015.17;2.79;12.37;60;6.9;5.74;0.01;0.03;28.03;15.67;30.03;17.67;21.85
1084;2019-07-18;64;13.03;1014.72;3.66;12.37;74;8.18;5.24;0.02;0.13;25.97;15.92;27.97;17.92;20.945
806;2019-07-19;66;14.41;1015.68;2.96;12.4;45;6.39;6.76;0.03;0.24;27.79;17.23;29.79;19.23;22.51
679;2019-07-20;70;16.19;1015.1;3.96;12.38;56;9.39;5.45;0.1;0.53;27.64;17.07;29.64;19.07;22.355
216;2019-07-21;69;16.05;1021.44;2.46;12.34;54;6.07;6.69;0.05;0.21;28.45;17.22;30.45;19.22;22.835
522;2019-07-22;62;15.79;1022.48;2.23;12.44;43;5.11;7.05;0;0.02;31.69;19.18;33.69;21.18;25.435
270;2019-07-23;56;15.96;1017.56;2.82;12.4;24;6.85;8;0.01;0.09;35.29;20.25;37.29;22.25;27.77
323;2019-07-24;57;16.7;1015.2;2.53;12.38;19;6.86;8.24;0.02;0.11;34.5;21.29;36.5;23.29;27.895
597;2019-07-25;54;16.53;1012.85;3.35;12.41;16;9.31;8.14;0.03;0.18;35.32;20.45;37.32;22.45;27.885
1075;2019-07-26;70;17.34;1011.97;3.34;12.2;58;9.37;6.19;0.25;1.1;27.93;17.49;29.93;19.49;22.71
687;2019-07-27;83;16.35;1007.42;3.56;11.51;77;9.91;5.07;0.45;1.68;22.94;15.16;24.94;17.16;19.05
507;2019-07-28;71;13.17;1008.31;4.83;12.15;59;10.73;6.05;0.12;0.52;23.86;13.32;25.86;15.32;18.59
588;2019-07-29;62;12.21;1010.39;3.51;12.47;14;9.12;8.19;0.01;0.03;27.53;16.34;29.53;18.34;21.935
1130;2019-07-30;68;13.65;1014.07;5.32;12.47;42;11.35;5.93;0.05;0.17;24.76;14.47;26.76;16.47;19.615
172;2019-07-31;65;11.97;1018.19;3.83;12.6;46;8.6;6.17;0.01;0.07;24.67;13.94;26.67;15.94;19.305
412;2019-08-01;64;12.27;1017.1;2.53;12.52;55;6.05;5.88;0.02;0.15;26.08;15.45;28.08;17.45;20.765
937;2019-08-02;64;13.49;1016.68;2.81;12.47;37;6.79;7.1;0.01;0.07;27.61;15.52;29.61;17.52;21.565
134;2019-08-03;62;13.45;1016.29;2.6;12.63;35;6.11;6.95;0;0.02;28.36;16.05;30.36;18.05;22.205
505;2019-08-04;61;13.64;1014.82;2.62;12.53;51;6.19;6.55;0.01;0.06;29.39;17.31;31.39;19.31;23.35
335;2019-08-05;68;15.52;1014.77;3.15;12.51;56;7.33;6.21;0.03;0.16;27.7;17.7;29.7;19.7;22.7
771;2019-08-06;73;16.48;1013.11;2.95;12.54;62;6.88;5.83;0.12;0.55;27.02;17.72;29.02;19.72;22.37
176;2019-08-07;77;16.66;1011.48;3.12;12.16;70;7.41;4.95;0.2;0.85;25.97;16.94;27.97;18.94;21.455
35;2019-08-08;69;16.43;1011.73;2.52;12.46;58;6.01;6.19;0.04;0.29;29.5;20.08;31.5;22.08;24.79
602;2019-08-09;71;18.14;1009.84;4.85;12.35;57;12.78;6.21;0.16;1.08;29.38;18.34;31.38;20.34;23.86
660;2019-08-10;69;15.63;1015.95;5.28;12.42;58;11.61;5.79;0.06;0.35;26.3;16.14;28.3;18.14;21.22
81;2019-08-11;74;14.54;1016.97;3.46;12.35;57;9.36;5.69;0.11;0.55;23.99;14.57;25.99;16.57;19.28
468;2019-08-12;75;13.44;1017.69;3.75;12.21;58;8.98;4.98;0.11;0.46;22.74;12.88;24.74;14.88;17.81
1020;2019-08-13;68;10.91;1020.1;3.72;12.48;51;7.8;4.98;0.04;0.18;22.63;12.61;24.63;14.61;17.62
362;2019-08-14;65;11.15;1018;3.73;12.5;53;9.27;5.95;0.04;0.17;24.9;16.2;26.9;18.2;20.55
892;2019-08-15;69;13.44;1017.82;4.55;12.53;67;10.29;5.19;0.02;0.09;24.01;13.49;26.01;15.49;18.75
896;2019-08-16;67;12.84;1017.43;3.27;12.54;51;8.26;5.93;0.03;0.19;25.84;16.27;27.84;18.27;21.055
841;2019-08-17;74;15.22;1013.16;3.77;12.21;75;9.27;5.64;0.12;0.41;25.26;17.23;27.26;19.23;21.245
291;2019-08-18;76;16.35;1011.6;4.39;12.32;56;11.06;5.79;0.21;1.08;25.98;15.03;27.98;17.03;20.505
731;2019-08-19;75;13.92;1018.49;3.23;12.41;55;7.48;5.31;0.09;0.42;23.37;14.19;25.37;16.19;18.78
