id;date_releve;humidity;dewpoint;pressure;windspeed;visibility;cloudcover;windgust;uvindex;precipintensity;precipintensitymax;temperaturehigh;temperaturelow;temperaturehighoffset2;temperaturelowoffset2;temperature
893;2020-03-18;74;6.74;1027.69;1.87;12.44;20;4.01;4.19;0;0.01;18.1;6.24;20.1;8.24;12.17
859;2020-03-19;71;6.77;1022.93;2.41;12.54;23;6.67;4.07;0.02;0.09;18.96;7.25;20.96;9.25;13.105
769;2020-03-20;70;6.18;1020.15;3.92;12.62;44;9.63;3.76;0.03;0.12;17.31;6.71;19.31;8.71;12.01
213;2020-03-21;74;5.57;1016.89;4.81;12.39;73;9.94;3.26;0.02;0.09;14.3;5.56;16.3;7.56;9.93
69;2020-03-22;71;4.11;1017.69;4.6;12.65;67;9.98;3.1;0.02;0.1;13.76;4.44;15.76;6.44;9.1
397;2020-03-23;65;2.48;1022.36;4.15;12.62;34;10.16;3.52;0.02;0.11;14.41;3.09;16.41;5.09;8.75
254;2020-03-24;57;-0.71;1023.37;3.83;12.57;25;9.82;3.79;0.02;0.06;13.99;1.23;15.99;3.23;7.61
596;2020-03-25;54;-2.38;1019.14;3.94;12.83;22;9.94;3.83;0.04;0.21;12.88;1.44;14.88;3.44;7.16
598;2020-03-26;57;-2.3;1015.17;4.29;12.44;38;10.04;3.64;0.09;0.33;11.11;1.59;13.11;3.59;6.35
1143;2020-03-27;62;0.54;1016.54;3.12;12.74;51;7.54;3.55;0.03;0.09;13.99;3.59;15.99;5.59;8.79
839;2020-03-28;66;3.32;1018.85;3.57;12.33;50;9.83;3.74;0.01;0.06;16.17;5.32;18.17;7.32;10.745
98;2020-03-29;65;1.4;1022.3;6.73;12.15;67;13.33;3.21;0.04;0.18;11.33;2.34;13.33;4.34;6.835
232;2020-03-30;63;-1.23;1022.51;6.13;12.45;61;12.52;3.21;0.05;0.18;9.74;1.95;11.74;3.95;5.845
1082;2020-03-31;63;0;1021.26;4.99;13.27;42;11.04;3.64;0.02;0.06;13.3;2.46;15.3;4.46;7.88
315;2020-04-01;59;0.06;1019.1;3.96;12.61;25;9.88;4.17;0.01;0.05;13.71;1.92;15.71;3.92;7.815
651;2020-04-02;64;1.05;1015.8;2.87;12.98;37;7.24;4.14;0.01;0.03;13.67;3.43;15.67;5.43;8.55
434;2020-04-03;66;2.63;1017.58;2.83;13.15;40;6.53;4.29;0.01;0.04;14.77;2.85;16.77;4.85;8.81
417;2020-04-04;61;2.64;1019.65;2.99;12.83;9;8.09;5.07;0;0.01;18.16;5.72;20.16;7.72;11.94
186;2020-04-05;54;3.1;1017.55;4.36;12.95;10;10.84;5.57;0;0.02;20.51;8.13;22.51;10.13;14.32
