id;temp;type
1175;11.25;dsk
619;8.505;dsk
800;9.51;dsk
872;12.305;dsk
986;12.875;dsk
563;13.815;dsk
19;12.73;dsk
475;8.125;dsk
466;6.69;dsk
780;7.48;dsk
1190;7.575;dsk
92;8.14;dsk
160;10.37;dsk
530;12.05;dsk
367;9.425;dsk
65;6.05;dsk
508;6.615;dsk
45;7.105;dsk
1104;7.195;dsk
292;8.035;dsk
956;7.125;dsk
218;7.435;dsk
934;8.61;dsk
85;9.805;dsk
1107;12.835;dsk
724;12.625;dsk
688;10.645;dsk
1142;6.245;dsk
155;5.515;dsk
855;6.595;dsk
318;5.915;dsk
1045;4.55;dsk
953;3.61;dsk
37;2.61;dsk
436;1.475;dsk
729;3.325;dsk
740;5.695;dsk
104;5.785;dsk
957;4.49;dsk
553;7.895;dsk
744;4.895;dsk
1125;3.985;dsk
887;8.775;dsk
25;6.265;dsk
698;5.025;dsk
975;7.925;dsk
784;7.775;dsk
1153;5.775;dsk
647;4.485;dsk
339;5.41;dsk
119;5.045;dsk
1135;4.88;dsk
27;6.725;dsk
558;7.99;dsk
984;8.48;dsk
1152;7.93;dsk
571;6.55;dsk
791;6.67;dsk
890;7.415;dsk
552;4.685;dsk
1186;3.875;dsk
464;7.97;dsk
1183;11.355;dsk
766;10.435;dsk
320;8.685;dsk
1119;10.215;dsk
498;11.57;dsk
435;11.64;dsk
581;9.74;dsk
692;8.385;dsk
162;8.345;dsk
357;7.055;dsk
199;8.01;dsk
575;7.8;dsk
265;6.475;dsk
1056;5.235;dsk
601;5.495;dsk
746;5.745;dsk
175;8.945;dsk
828;8.94;dsk
1041;7.185;dsk
1140;8.385;dsk
117;7.195;dsk
267;9.415;dsk
903;10.24;dsk
431;10.155;dsk
557;10.45;dsk
616;10.785;dsk
1054;8.405;dsk
680;6.45;dsk
442;6.345;dsk
396;8.375;dsk
395;8.31;dsk
997;8.33;dsk
866;7.21;dsk
1141;4.89;dsk
963;4.755;dsk
834;4.385;dsk
817;3.945;dsk
496;2.865;dsk
167;2.415;dsk
331;1.265;dsk
307;1.84;dsk
163;3.115;dsk
408;4.84;dsk
365;5.225;dsk
236;3.05;dsk
111;3.275;dsk
125;6.1;dsk
137;8.55;dsk
593;8.805;dsk
1129;6.325;dsk
316;6.125;dsk
390;7;dsk
34;5.465;dsk
95;3.14;dsk
851;2.54;dsk
703;2.065;dsk
614;3.345;dsk
84;1.595;dsk
179;-2.165;dsk
279;-3.38;dsk
1010;-0.21;dsk
487;4.88;dsk
927;6.065;dsk
1145;8.195;dsk
260;7.84;dsk
804;8.355;dsk
833;7.98;dsk
336;7.05;dsk
16;9.73;dsk
971;12.2;dsk
135;12.73;dsk
52;12.24;dsk
727;9.665;dsk
1060;8.165;dsk
666;11.285;dsk
385;9.455;dsk
1182;8.745;dsk
611;6.02;dsk
1072;3.79;dsk
454;3.7;dsk
294;4.08;dsk
157;4.255;dsk
197;6.175;dsk
783;7.255;dsk
510;8.425;dsk
734;9.41;dsk
1074;8.995;dsk
43;10.54;dsk
748;9.61;dsk
1148;8.895;dsk
911;8.095;dsk
73;7.85;dsk
1163;9.415;dsk
793;12.495;dsk
560;12.945;dsk
926;11.46;dsk
1162;9.855;dsk
133;14.525;dsk
514;14.3;dsk
374;13.54;dsk
583;11.66;dsk
770;10.78;dsk
787;11.39;dsk
643;10.895;dsk
205;12.25;dsk
594;12.53;dsk
955;13.685;dsk
613;12.22;dsk
1037;15.56;dsk
919;17.975;dsk
921;18.01;dsk
871;18.365;dsk
513;18.85;dsk
516;17.88;dsk
768;14.605;dsk
411;16.16;dsk
569;13.805;dsk
478;11.88;dsk
185;14.485;dsk
1023;13.265;dsk
801;11.715;dsk
1085;9.65;dsk
494;9.85;dsk
722;12.2;dsk
995;12.375;dsk
86;14.41;dsk
545;16.475;dsk
1018;18.41;dsk
820;18.5;dsk
424;17.075;dsk
777;15.36;dsk
992;12.41;dsk
668;16.095;dsk
711;12.85;dsk
974;10.585;dsk
716;12.025;dsk
850;14.005;dsk
612;14.965;dsk
354;14.185;dsk
482;14.935;dsk
916;15.1;dsk
276;16.885;dsk
994;17.77;dsk
132;17.53;dsk
640;17.63;dsk
567;18.68;dsk
356;19.265;dsk
1001;20.61;dsk
391;20.495;dsk
302;18.9;dsk
245;18.8;dsk
149;19.405;dsk
451;18.58;dsk
383;17.99;dsk
103;19.46;dsk
900;20.43;dsk
324;19.435;dsk
589;18.66;dsk
913;18.64;dsk
657;18.89;dsk
489;20.58;dsk
1138;20.595;dsk
1116;20.485;dsk
652;18.79;dsk
961;17.715;dsk
908;16.325;dsk
584;17.955;dsk
1161;18.195;dsk
1156;18.865;dsk
1044;18.365;dsk
477;19.185;dsk
1118;20.83;dsk
710;22.785;dsk
479;18.645;dsk
843;17.21;dsk
286;18.355;dsk
289;19.14;dsk
503;20.19;dsk
829;21.715;dsk
1173;22.345;dsk
182;21.82;dsk
1034;22.52;dsk
942;24.51;dsk
275;24.305;dsk
628;23.1;dsk
91;22.62;dsk
857;22.595;dsk
400;20.795;dsk
1139;21.335;dsk
151;23.235;dsk
765;23.38;dsk
173;22.685;dsk
1109;20.725;dsk
819;19.58;dsk
924;20.9;dsk
715;22.54;dsk
844;23.255;dsk
50;23.125;dsk
701;22.16;dsk
824;21.155;dsk
329;22.41;dsk
681;23.175;dsk
68;21.255;dsk
978;20.435;dsk
1058;21.61;dsk
266;23.43;dsk
976;24.105;dsk
1035;24.66;dsk
904;25.84;dsk
1013;24.67;dsk
895;21.49;dsk
796;23.365;dsk
423;23.97;dsk
159;23.77;dsk
718;23.615;dsk
802;25.48;dsk
202;27.15;dsk
664;26.345;dsk
262;25.645;dsk
472;26.76;dsk
929;25.045;dsk
493;23.015;dsk
328;18.865;dsk
449;19.555;dsk
848;20.655;dsk
967;23.47;dsk
754;20.71;dsk
226;20.535;dsk
261;21.14;dsk
1179;22.215;dsk
565;19.78;dsk
1095;20.745;dsk
920;22.735;dsk
456;22.985;dsk
99;23.455;dsk
799;24.245;dsk
650;22.41;dsk
548;18.65;dsk
905;15.64;dsk
47;19.27;dsk
1150;19.405;dsk
109;22.635;dsk
1055;19.29;dsk
749;18.465;dsk
165;17.775;dsk
251;18.21;dsk
636;18.865;dsk
225;19.595;dsk
484;20.29;dsk
523;20.97;dsk
776;18.42;dsk
488;17.46;dsk
123;19.295;dsk
786;20.715;dsk
380;20.375;dsk
910;21.75;dsk
695;21.635;dsk
143;18.7;dsk
306;17.29;dsk
1007;18.095;dsk
459;19.89;dsk
1176;22.41;dsk
82;21.215;dsk
1131;21.235;dsk
629;21.845;dsk
790;17.32;dsk
663;19.565;dsk
394;17.67;dsk
745;13.805;dsk
1123;14.365;dsk
821;16.545;dsk
462;18.745;dsk
469;17.635;dsk
653;15.02;dsk
827;15.655;dsk
448;11.895;dsk
42;14.635;dsk
528;15.27;dsk
353;16.445;dsk
865;18.505;dsk
1172;17.08;dsk
360;13.48;dsk
235;14.49;dsk
775;17.56;dsk
764;18.095;dsk
772;18.47;dsk
1091;19.675;dsk
564;19.93;dsk
60;18.34;dsk
10;16.275;dsk
183;15.995;dsk
258;16.535;dsk
127;16.235;dsk
1133;15.46;dsk
826;14.2;dsk
719;14.765;dsk
187;12.65;dsk
532;13.38;dsk
209;14.795;dsk
1185;13.16;dsk
726;11.625;dsk
631;8.09;dsk
547;7.205;dsk
774;5.875;dsk
177;8.805;dsk
426;10.935;dsk
12;10.225;dsk
1071;9.135;dsk
341;9.785;dsk
659;12.185;dsk
5;13.775;dsk
693;12.07;dsk
931;10.655;dsk
797;11.57;dsk
609;12.78;dsk
1015;12.84;dsk
96;13.955;dsk
404;13.72;dsk
257;11.735;dsk
233;12.58;dsk
981;11.825;dsk
537;10.265;dsk
877;7.685;dsk
708;6.38;dsk
785;5.04;dsk
416;4.12;dsk
240;6.21;dsk
168;8.065;dsk
221;8.01;dsk
923;8.56;dsk
637;7.385;dsk
406;6.79;dsk
41;8.05;dsk
9;10.125;dsk
511;11.135;dsk
101;8.955;dsk
930;10.76;dsk
154;12.615;dsk
387;12.54;dsk
189;10.725;dsk
342;11.845;dsk
945;11.98;dsk
861;10.395;dsk
259;10.64;dsk
969;9.75;dsk
269;7.105;dsk
326;5.75;dsk
211;4.705;dsk
310;3.45;dsk
59;2.655;dsk
476;5.62;dsk
570;7.025;dsk
112;7.265;dsk
161;8.33;dsk
274;8.265;dsk
158;9.005;dsk
662;11.705;dsk
107;11.335;dsk
518;11.47;dsk
1059;8.275;dsk
405;5.275;dsk
723;4.45;dsk
1019;5.11;dsk
758;5.17;dsk
757;5.66;dsk
1087;6.86;dsk
49;7.39;dsk
1016;6.59;dsk
845;4.23;dsk
300;3.27;dsk
214;3.315;dsk
1111;4.495;dsk
22;4.685;dsk
56;5.875;dsk
115;6.55;dsk
463;3.875;dsk
816;3.02;dsk
1003;4.67;dsk
671;7.315;dsk
100;9.355;dsk
572;7.13;dsk
312;5.755;dsk
1126;7.42;dsk
457;5.14;dsk
1051;3.63;dsk
832;4.87;dsk
922;3.755;dsk
606;2.525;dsk
97;3.85;dsk
842;2.43;dsk
1053;2.935;dsk
1064;5.51;dsk
580;7.56;dsk
343;5.975;dsk
933;4.235;dsk
551;4.435;dsk
985;3.38;dsk
78;5.935;dsk
247;6.19;dsk
244;4.055;dsk
556;3.15;dsk
970;4.575;dsk
304;6.715;dsk
210;8.07;dsk
4;7.775;dsk
721;8.8;dsk
902;9.815;dsk
208;7.9;dsk
381;5.435;dsk
1184;5.435;dsk
21;6.47;dsk
1144;8.12;dsk
376;8.96;dsk
75;9.96;dsk
562;10.025;dsk
737;9.195;dsk
124;7.56;dsk
2;8.66;dsk
370;9.775;dsk
998;11.06;dsk
977;9.835;dsk
837;9.35;dsk
889;10.475;dsk
273;11.505;dsk
490;13.105;dsk
169;11.875;dsk
51;9.78;dsk
178;10.52;dsk
730;12.395;dsk
181;9.26;dsk
48;10.66;dsk
1187;11.34;dsk
465;8.91;dsk
1068;10.135;dsk
1039;12.075;dsk
958;9.945;dsk
114;7.215;dsk
401;9.78;dsk
517;8.72;dsk
979;10.4;dsk
620;10.79;dsk
753;11.585;dsk
144;8.395;dsk
1127;7.345;dsk
399;7.15;dsk
541;8.355;dsk
284;9.415;dsk
39;11.53;dsk
875;11.83;dsk
340;10.98;dsk
407;8.585;dsk
1136;7.885;dsk
755;9.06;dsk
968;9.835;dsk
696;11.395;dsk
180;11.81;dsk
1174;12.605;dsk
1066;13.15;dsk
409;10.425;dsk
26;6.215;dsk
1080;7.26;dsk
672;9.705;dsk
618;9.23;dsk
674;9.74;dsk
989;10.58;dsk
535;11.15;dsk
649;10.215;dsk
634;8.99;dsk
935;8.5;dsk
131;7.99;dsk
1166;7.815;dsk
1027;12.66;dsk
568;11.255;dsk
1188;14.08;dsk
1108;15.46;dsk
1000;15.85;dsk
486;16.275;dsk
520;15.31;dsk
882;16.845;dsk
121;14.94;dsk
733;13.35;dsk
36;11.595;dsk
925;12.025;dsk
1098;10.775;dsk
654;9.795;dsk
891;11.18;dsk
906;12.275;dsk
812;13.88;dsk
296;12.22;dsk
810;11.335;dsk
1132;8.47;dsk
77;7.61;dsk
1078;9.75;dsk
345;14.18;dsk
1160;12.455;dsk
1105;12.73;dsk
973;14.67;dsk
110;12.09;dsk
1030;12.055;dsk
670;13.21;dsk
153;13.655;dsk
1073;12.625;dsk
1096;14.3;dsk
1149;12.82;dsk
1088;13.185;dsk
1014;13.26;dsk
246;13.605;dsk
818;14.495;dsk
325;15.675;dsk
932;17.1;dsk
140;16.18;dsk
917;16.05;dsk
983;16.31;dsk
676;15.31;dsk
582;13.215;dsk
595;14.855;dsk
64;16.205;dsk
24;18.4;dsk
398;20.915;dsk
1159;21.185;dsk
1092;18.795;dsk
639;19.31;dsk
884;15.04;dsk
1122;16.165;dsk
1103;15.215;dsk
964;16.17;dsk
1093;17.245;dsk
308;14.54;dsk
950;13.555;dsk
450;14.265;dsk
371;17.275;dsk
422;17.93;dsk
263;16.325;dsk
1100;17.615;dsk
912;20.54;dsk
272;21.64;dsk
428;19.75;dsk
136;17.845;dsk
1101;17.465;dsk
379;19.565;dsk
706;22.515;dsk
741;22.925;dsk
122;24.325;dsk
480;26.555;dsk
544;26.62;dsk
1094;25.585;dsk
229;25.945;dsk
215;23.57;dsk
646;21.28;dsk
525;21.625;dsk
102;22.025;dsk
554;23.155;dsk
752;24.17;dsk
461;23.595;dsk
368;22.22;dsk
605;21.32;dsk
142;20.16;dsk
33;22.08;dsk
217;22.035;dsk
1033;21.895;dsk
836;21.275;dsk
531;20.215;dsk
1089;19.28;dsk
264;20.93;dsk
1062;21.85;dsk
1084;20.945;dsk
806;22.51;dsk
679;22.355;dsk
216;22.835;dsk
522;25.435;dsk
270;27.77;dsk
323;27.895;dsk
597;27.885;dsk
1075;22.71;dsk
687;19.05;dsk
507;18.59;dsk
588;21.935;dsk
1130;19.615;dsk
172;19.305;dsk
412;20.765;dsk
937;21.565;dsk
134;22.205;dsk
505;23.35;dsk
335;22.7;dsk
771;22.37;dsk
176;21.455;dsk
35;24.79;dsk
602;23.86;dsk
660;21.22;dsk
81;19.28;dsk
468;17.81;dsk
1020;17.62;dsk
362;20.55;dsk
892;18.75;dsk
896;21.055;dsk
841;21.245;dsk
291;20.505;dsk
731;18.78;dsk
868;17.285;dsk
1050;19.175;dsk
585;20.455;dsk
46;22.23;dsk
53;23.52;dsk
237;23.375;dsk
222;24.495;dsk
894;23.36;dsk
825;22.16;dsk
574;21.48;dsk
70;22.95;dsk
823;22.51;dsk
756;18.285;dsk
201;17.965;dsk
281;18.83;dsk
996;19.445;dsk
130;15.56;dsk
590;16.735;dsk
79;16.3;dsk
1191;14.35;dsk
1031;15.585;dsk
234;15.85;dsk
792;18.41;dsk
44;19.79;dsk
529;20.815;dsk
941;20.835;dsk
948;21.555;dsk
1026;21.67;dsk
577;19.8;dsk
61;18.105;dsk
805;17.505;dsk
18;19.955;dsk
1167;20.965;dsk
661;17.715;dsk
885;17.62;dsk
809;17.615;dsk
255;17.74;dsk
879;17.825;dsk
767;17.81;dsk
549;16.95;dsk
1112;18.55;dsk
1117;18.165;dsk
656;17.725;dsk
317;13.205;dsk
283;14.26;dsk
432;15.655;dsk
301;15.84;dsk
1043;14.565;dsk
504;14.655;dsk
421;16.29;dsk
760;14.215;dsk
717;14.855;dsk
1115;17.66;dsk
938;18.66;dsk
358;19.105;dsk
633;17.825;dsk
1189;13.545;dsk
808;15.11;dsk
962;15.445;dsk
63;15.215;dsk
550;15.3;dsk
8;14.145;dsk
239;12.72;dsk
334;13.755;dsk
527;14.68;dsk
700;14.035;dsk
947;14.9;dsk
126;16.225;dsk
212;14.205;dsk
15;13.06;dsk
632;13.3;dsk
440;13.79;dsk
364;13.225;dsk
1046;14.835;dsk
327;13.55;dsk
735;12.28;dsk
1083;11.905;dsk
453;10.735;dsk
980;10.25;dsk
146;8.335;dsk
1012;7.595;dsk
193;7.905;dsk
359;7.25;dsk
773;8.005;dsk
141;7.59;dsk
427;7.37;dsk
1024;5.77;dsk
1113;5.4;dsk
952;5.805;dsk
540;5.815;dsk
1170;5.715;dsk
946;5.65;dsk
899;6.6;dsk
322;8.175;dsk
982;10.67;dsk
1022;9.29;dsk
972;9.35;dsk
1137;10.88;dsk
860;12.15;dsk
736;11.61;dsk
373;10.86;dsk
608;8.705;dsk
918;8.235;dsk
372;6.69;dsk
988;5.1;dsk
188;4.48;dsk
856;4.89;dsk
268;5.72;dsk
74;8.76;dsk
256;9.825;dsk
55;10.58;dsk
309;6.86;dsk
682;7.05;dsk
712;6.515;dsk
338;7.885;dsk
960;9.525;dsk
699;10.47;dsk
106;10.735;dsk
675;11.805;dsk
87;11.14;dsk
455;11.955;dsk
200;12.66;dsk
1158;10.07;dsk
512;10.505;dsk
1052;9.645;dsk
566;9.46;dsk
171;10.675;dsk
90;8.39;dsk
403;9.385;dsk
332;8.69;dsk
29;5.86;dsk
13;4.45;dsk
1065;5.41;dsk
231;5.625;dsk
940;6.005;dsk
509;7.695;dsk
54;8.165;dsk
915;6.73;dsk
846;5.435;dsk
148;7.17;dsk
1164;9.125;dsk
174;10.26;dsk
285;10.405;dsk
393;6.935;dsk
447;6.4;dsk
491;7.145;dsk
1061;8.925;dsk
864;10.045;dsk
72;9.125;dsk
739;10.79;dsk
375;7.185;dsk
280;5.81;dsk
690;4.975;dsk
228;4.425;dsk
198;5.135;dsk
319;5.88;dsk
1146;6.125;dsk
470;6.475;dsk
344;7.92;dsk
1134;8.325;dsk
1171;8.39;dsk
501;8.085;dsk
853;8.405;dsk
624;11.145;dsk
635;11.87;dsk
702;11.795;dsk
1121;13.4;dsk
299;11.88;dsk
361;7.44;dsk
831;5.785;dsk
474;6.545;dsk
555;8.635;dsk
949;9.23;dsk
1004;11.72;dsk
204;11.26;dsk
425;8.06;dsk
40;7.73;dsk
686;9.575;dsk
685;9.06;dsk
1025;12.04;dsk
883;12.37;dsk
869;8.365;dsk
1114;8.495;dsk
297;8.36;dsk
485;8.69;dsk
1049;7.905;dsk
789;10.555;dsk
638;11.505;dsk
31;11.315;dsk
852;8.475;dsk
298;6.275;dsk
862;7.29;dsk
732;9.915;dsk
58;9.725;dsk
867;8.875;dsk
207;6.79;dsk
443;6.165;dsk
429;9.185;dsk
1086;8.425;dsk
747;6.555;dsk
363;8.31;dsk
242;9.435;dsk
23;8.995;dsk
1047;11.375;dsk
1002;12.405;dsk
139;9.975;dsk
241;8.825;dsk
798;9.105;dsk
420;11.215;dsk
849;10.2;dsk
627;10.905;dsk
893;12.17;dsk
859;13.105;dsk
769;12.01;dsk
213;9.93;dsk
69;9.1;dsk
397;8.75;dsk
254;7.61;dsk
596;7.16;dsk
598;6.35;dsk
1143;8.79;dsk
839;10.745;dsk
98;6.835;dsk
232;5.845;dsk
1082;7.88;dsk
315;7.815;dsk
651;8.55;dsk
434;8.81;dsk
417;11.94;dsk
186;14.32;dsk
