id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2,temperature,origine
155,2017-11-26,0.84,0.09,1028.54,2.64,9.76,0.74,6.15,0.86,0.01,0.11,6.93,0.16,8.93,2.16,3.545,DSK
855,2017-11-27,0.84,1.58,1025.98,3.22,9.64,0.86,7.10,0.78,0.06,0.34,8.56,1.76,10.56,3.76,5.16,DSK
318,2017-11-28,0.86,2.05,1013.40,2.68,9.41,0.85,6.49,0.86,0.15,0.92,7.67,0.36,9.67,2.36,4.015,DSK
1045,2017-11-29,0.89,0.91,1009.67,2.01,8.34,0.81,4.44,0.90,0.04,0.30,5.81,-0.18,7.81,1.82,2.815,DSK
953,2017-11-30,0.87,-0.25,1012.30,2.83,8.97,0.84,6.02,0.90,0.03,0.28,4.62,-1.07,6.62,0.93,1.775,DSK
37,2017-12-01,0.88,-1.09,1015.58,2.76,9.03,0.83,6.01,0.90,0.05,0.35,3.17,-1.62,5.17,0.38,0.775,DSK
436,2017-12-02,0.87,-1.97,1023.50,3.19,8.25,0.80,6.50,0.88,0.03,0.30,2.45,-3.38,4.45,-1.38,-0.465,DSK
729,2017-12-03,0.87,-2.25,1028.87,2.13,7.05,0.86,4.55,0.83,0.01,0.14,2.95,-0.33,4.95,1.67,1.31,DSK
740,2017-12-04,0.88,1.26,1034.53,1.68,6.52,0.90,4.01,0.81,0.01,0.12,6.77,1.31,8.77,3.31,4.04,DSK
104,2017-12-05,0.90,1.86,1037.76,1.32,6.98,0.91,3.17,0.71,0.02,0.53,7.21,0.68,9.21,2.68,3.945,DSK
957,2017-12-06,0.89,0.66,1033.43,1.65,7.21,0.89,3.89,0.77,0.01,0.35,5.74,-0.71,7.74,1.29,2.515,DSK
553,2017-12-07,0.88,1.88,1024.21,3.49,7.80,0.88,8.02,0.83,0.07,0.65,8.85,3.23,10.85,5.23,6.04,DSK
744,2017-12-08,0.85,1.93,1020.54,3.51,9.51,0.79,8.47,0.86,0.09,0.57,6.75,-1.01,8.75,0.99,2.87,DSK
1125,2017-12-09,0.84,-1.29,1020.72,2.60,9.76,0.81,6.06,0.77,0.02,0.20,4.22,0.12,6.22,2.12,2.17,DSK
887,2017-12-10,0.89,3.48,997.14,4.84,8.82,0.91,12.21,0.87,0.35,1.69,9.50,5.36,11.50,7.36,7.43,DSK
25,2017-12-11,0.88,4.68,983.99,5.31,9.29,0.91,14.22,0.87,0.32,1.60,9.14,0.38,11.14,2.38,4.76,DSK
698,2017-12-12,0.88,0.83,1011.89,2.45,9.76,0.77,5.87,0.80,0.03,0.22,6.26,0.14,8.26,2.14,3.2,DSK
975,2017-12-13,0.88,2.70,1012.62,4.39,9.11,0.87,10.40,0.85,0.21,1.68,8.00,4.59,10.00,6.59,6.295,DSK
784,2017-12-14,0.86,4.32,1005.39,5.02,9.74,0.83,12.37,0.86,0.18,1.08,8.74,2.91,10.74,4.91,5.825,DSK
1153,2017-12-15,0.87,2.42,1002.83,3.99,9.78,0.82,9.32,0.89,0.16,1.65,6.95,0.96,8.95,2.96,3.955,DSK
647,2017-12-16,0.87,0.67,1016.98,2.85,9.68,0.79,6.07,0.85,0.04,0.73,5.60,-0.46,7.60,1.54,2.57,DSK
339,2017-12-17,0.89,0.82,1027.32,2.18,8.71,0.86,4.84,0.85,0.03,0.58,5.37,1.88,7.37,3.88,3.625,DSK
119,2017-12-18,0.90,2.88,1026.85,2.95,8.38,0.86,6.85,0.86,0.11,0.79,7.34,-0.19,9.34,1.81,3.575,DSK
1135,2017-12-19,0.91,1.04,1035.20,1.57,7.41,0.77,3.50,0.78,0.01,0.06,5.96,0.59,7.96,2.59,3.275,DSK
27,2017-12-20,0.92,2.49,1036.30,1.75,6.25,0.92,3.77,0.86,0.01,0.08,6.86,3.95,8.86,5.95,5.405,DSK
558,2017-12-21,0.93,4.87,1038.39,1.77,6.12,0.94,3.86,0.86,0.05,0.58,8.36,5.47,10.36,7.47,6.915,DSK
984,2017-12-22,0.93,5.89,1037.23,2.01,7.01,0.94,4.34,0.88,0.09,0.83,9.04,5.62,11.04,7.62,7.33,DSK
1152,2017-12-23,0.91,5.54,1037.08,1.72,7.79,0.95,4.03,0.82,0.01,0.14,9.09,4.36,11.09,6.36,6.725,DSK
571,2017-12-24,0.90,4.00,1031.77,1.87,9.07,0.93,4.03,0.77,0.00,0.04,7.93,2.01,9.93,4.01,4.97,DSK
791,2017-12-25,0.91,2.57,1020.91,2.95,8.54,0.92,6.69,0.79,0.04,0.61,7.08,2.59,9.08,4.59,4.835,DSK
890,2017-12-26,0.86,3.59,1007.89,4.18,9.66,0.82,10.74,0.87,0.09,0.77,8.34,3.58,10.34,5.58,5.96,DSK
552,2017-12-27,0.85,2.06,993.43,5.34,9.75,0.86,13.65,0.88,0.15,0.90,6.61,-0.52,8.61,1.48,3.045,DSK
1186,2017-12-28,0.84,-0.94,1006.67,2.83,9.88,0.76,6.79,0.80,0.02,0.15,4.76,-0.75,6.76,1.25,2.005,DSK
464,2017-12-29,0.88,1.84,1011.15,3.73,9.41,0.87,10.08,0.87,0.08,0.89,7.66,5.32,9.66,7.32,6.49,DSK
1183,2017-12-30,0.89,8.10,1012.59,5.14,8.79,0.92,11.39,0.88,0.20,1.11,12.90,7.70,14.90,9.70,10.3,DSK
766,2017-12-31,0.83,6.72,1012.24,4.80,9.57,0.86,11.41,0.68,0.08,0.92,13.42,5.29,15.42,7.29,9.355,DSK
320,2018-01-01,0.83,4.16,1012.36,5.64,9.68,0.83,14.20,0.86,0.26,2.10,9.24,4.62,11.24,6.62,6.93,DSK
1119,2018-01-02,0.88,5.32,1018.01,3.88,9.00,0.90,8.79,0.86,0.06,0.32,9.91,7.55,11.91,9.55,8.73,DSK
498,2018-01-03,0.83,7.02,1012.71,6.76,9.23,0.88,17.31,0.85,0.19,1.24,12.59,7.25,14.59,9.25,9.92,DSK
435,2018-01-04,0.89,8.84,1009.17,5.71,8.85,0.92,13.13,0.87,0.30,1.21,13.35,7.68,15.35,9.68,10.515,DSK
581,2018-01-05,0.88,6.89,1004.42,3.21,9.63,0.87,7.82,0.85,0.10,0.63,11.77,4.83,13.77,6.83,8.3,DSK
692,2018-01-06,0.93,5.36,1005.87,1.98,9.15,0.90,5.14,0.88,0.15,0.97,8.58,5.13,10.58,7.13,6.855,DSK
162,2018-01-07,0.88,5.05,1011.34,4.49,9.08,0.94,9.65,0.87,0.10,1.24,8.70,4.78,10.70,6.78,6.74,DSK
357,2018-01-08,0.89,4.28,1014.43,3.10,9.20,0.88,6.88,0.83,0.09,0.60,8.42,2.90,10.42,4.90,5.66,DSK
199,2018-01-09,0.91,4.25,1011.42,2.31,7.54,0.87,6.02,0.85,0.06,0.52,8.81,4.36,10.81,6.36,6.585,DSK
575,2018-01-10,0.89,4.63,1010.96,2.33,9.56,0.86,5.37,0.86,0.06,0.46,9.40,3.18,11.40,5.18,6.29,DSK
265,2018-01-11,0.91,3.76,1015.71,2.02,8.30,0.88,5.02,0.85,0.03,0.30,8.17,2.61,10.17,4.61,5.39,DSK
1056,2018-01-12,0.91,2.96,1024.26,1.91,7.37,0.89,4.31,0.86,0.01,0.10,7.06,0.29,9.06,2.29,3.675,DSK
601,2018-01-13,0.88,1.34,1019.83,2.41,7.86,0.85,5.12,0.79,0.01,0.08,6.73,1.07,8.73,3.07,3.9,DSK
746,2018-01-14,0.89,1.98,1018.14,1.69,8.13,0.80,4.05,0.83,0.03,0.21,7.49,1.23,9.49,3.23,4.36,DSK
175,2018-01-15,0.89,3.73,1015.69,4.02,8.63,0.91,10.91,0.90,0.13,0.86,8.92,6.26,10.92,8.26,7.59,DSK
828,2018-01-16,0.87,6.10,1008.99,5.92,9.52,0.88,12.93,0.91,0.22,1.44,10.46,3.94,12.46,5.94,7.2,DSK
1041,2018-01-17,0.78,1.94,1015.56,5.76,9.80,0.79,13.06,0.91,0.08,0.59,7.83,3.45,9.83,5.45,5.64,DSK
1140,2018-01-18,0.87,4.97,1014.62,5.21,9.06,0.89,11.23,0.90,0.14,0.85,10.16,3.76,12.16,5.76,6.96,DSK
117,2018-01-19,0.86,3.35,1016.13,3.40,9.83,0.80,7.79,0.91,0.07,0.55,8.54,2.58,10.54,4.58,5.56,DSK
267,2018-01-20,0.91,4.87,1011.58,4.78,8.76,0.92,11.41,0.93,0.30,1.39,9.62,6.08,11.62,8.08,7.85,DSK
903,2018-01-21,0.91,6.49,1017.15,4.16,8.15,0.94,9.45,0.92,0.16,0.77,9.80,7.40,11.80,9.40,8.6,DSK
431,2018-01-22,0.89,8.01,1018.11,4.50,8.83,0.91,10.13,1.00,0.19,0.85,12.13,5.53,14.13,7.53,8.83,DSK
557,2018-01-23,0.88,6.60,1025.86,2.89,8.72,0.90,6.43,1.00,0.02,0.25,11.59,6.73,13.59,8.73,9.16,DSK
616,2018-01-24,0.86,7.17,1022.34,3.87,9.17,0.86,8.66,0.92,0.04,0.43,13.11,6.74,15.11,8.74,9.925,DSK
1054,2018-01-25,0.87,6.11,1016.51,3.18,9.58,0.88,7.30,1.04,0.16,0.77,10.47,4.02,12.47,6.02,7.245,DSK
680,2018-01-26,0.91,4.03,1019.79,2.20,9.15,0.85,5.45,1.14,0.16,0.69,8.10,1.44,10.10,3.44,4.77,DSK
442,2018-01-27,0.92,2.78,1031.78,2.01,7.33,0.87,5.16,1.11,0.05,0.49,7.11,2.18,9.11,4.18,4.645,DSK
396,2018-01-28,0.92,4.33,1037.97,2.24,7.29,0.93,4.62,0.96,0.01,0.10,9.28,4.89,11.28,6.89,7.085,DSK
395,2018-01-29,0.92,5.66,1035.13,2.26,8.20,0.94,4.95,0.99,0.01,0.09,9.55,4.97,11.55,6.97,7.26,DSK
997,2018-01-30,0.91,5.59,1030.63,1.60,8.31,0.94,4.30,1.16,0.04,0.53,9.57,5.12,11.57,7.12,7.345,DSK
866,2018-01-31,0.89,4.83,1018.46,3.72,9.07,0.92,8.67,1.18,0.12,0.85,9.20,2.35,11.20,4.35,5.775,DSK
1141,2018-02-01,0.87,1.92,1008.62,3.06,9.62,0.81,7.18,1.27,0.12,0.79,6.69,-0.48,8.69,1.52,3.105,DSK
963,2018-02-02,0.86,0.15,1011.20,2.80,9.27,0.84,6.49,1.31,0.02,0.20,5.79,0.45,7.79,2.45,3.12,DSK
834,2018-02-03,0.87,0.74,1009.82,2.58,9.54,0.88,6.41,1.26,0.05,0.37,5.58,0.44,7.58,2.44,3.01,DSK
817,2018-02-04,0.85,-0.03,1015.22,2.59,9.41,0.87,6.61,1.30,0.03,0.23,5.38,-0.97,7.38,1.03,2.205,DSK
496,2018-02-05,0.87,-1.10,1017.99,3.10,8.87,0.88,6.27,1.42,0.06,0.30,3.00,-0.73,5.00,1.27,1.135,DSK
167,2018-02-06,0.87,-1.21,1013.07,2.61,7.12,0.90,5.74,1.41,0.05,0.33,3.13,-1.66,5.13,0.34,0.735,DSK
331,2018-02-07,0.85,-2.50,1016.12,2.70,8.13,0.89,6.09,1.50,0.02,0.15,1.93,-3.21,3.93,-1.21,-0.64,DSK
307,2018-02-08,0.85,-2.85,1020.93,1.82,7.59,0.76,4.59,1.56,0.02,0.16,3.07,-3.28,5.07,-1.28,-0.105,DSK
163,2018-02-09,0.86,-2.02,1017.36,2.59,7.45,0.78,6.82,1.58,0.04,0.37,4.03,-2.16,6.03,-0.16,0.935,DSK
408,2018-02-10,0.84,-1.21,1019.68,2.92,9.29,0.82,6.82,1.43,0.04,0.36,5.35,0.63,7.35,2.63,2.99,DSK
365,2018-02-11,0.86,1.68,1012.53,3.57,8.92,0.88,7.95,1.69,0.07,0.43,7.61,-0.73,9.61,1.27,3.44,DSK
236,2018-02-12,0.78,-1.71,1018.75,2.77,9.91,0.65,6.46,1.71,0.02,0.17,5.92,-3.39,7.92,-1.39,1.265,DSK
111,2018-02-13,0.80,-2.89,1012.52,3.33,9.60,0.83,9.10,1.51,0.04,0.41,4.79,-1.57,6.79,0.43,1.61,DSK
125,2018-02-14,0.87,0.28,1013.64,2.71,8.89,0.89,6.81,1.68,0.08,0.48,6.03,2.95,8.03,4.95,4.49,DSK
137,2018-02-15,0.91,5.97,1017.16,2.67,8.25,0.93,5.57,1.77,0.10,0.56,11.27,3.35,13.27,5.35,7.31,DSK
593,2018-02-16,0.88,4.70,1024.28,1.59,8.76,0.82,3.69,1.64,0.04,0.33,10.88,4.23,12.88,6.23,7.555,DSK
1129,2018-02-17,0.88,3.96,1021.66,2.41,8.87,0.86,6.05,1.81,0.15,0.96,8.70,0.56,10.70,2.56,4.63,DSK
316,2018-02-18,0.88,1.86,1023.97,2.36,7.85,0.79,5.55,1.77,0.03,0.21,7.51,0.84,9.51,2.84,4.175,DSK
390,2018-02-19,0.89,2.13,1019.24,1.66,7.32,0.90,4.06,1.85,0.03,0.19,7.35,3.44,9.35,5.44,5.395,DSK
34,2018-02-20,0.86,2.81,1016.47,3.20,8.54,0.91,7.10,1.87,0.06,0.37,7.84,-0.37,9.84,1.63,3.735,DSK
95,2018-02-21,0.75,-1.84,1018.04,4.03,8.40,0.54,8.07,1.90,0.01,0.16,5.37,-2.47,7.37,-0.47,1.45,DSK
851,2018-02-22,0.73,-3.94,1015.19,3.97,7.86,0.40,7.56,2.07,0.00,0.02,4.46,-2.82,6.46,-0.82,0.82,DSK
703,2018-02-23,0.71,-4.73,1013.25,3.25,9.44,0.67,6.44,1.72,0.00,0.01,3.87,-3.35,5.87,-1.35,0.26,DSK
614,2018-02-24,0.71,-4.17,1013.42,2.99,8.76,0.47,6.53,1.73,0.01,0.05,5.73,-2.82,7.73,-0.82,1.455,DSK
84,2018-02-25,0.64,-6.19,1017.30,4.02,9.24,0.53,8.41,1.50,0.01,0.04,4.50,-5.66,6.50,-3.66,-0.58,DSK
179,2018-02-26,0.54,-11.44,1019.32,4.80,9.82,0.63,9.73,1.19,0.00,0.01,0.50,-8.48,2.50,-6.48,-3.99,DSK
279,2018-02-27,0.57,-12.75,1016.94,3.46,9.93,0.68,7.34,1.76,0.00,0.02,-1.14,-9.50,0.86,-7.50,-5.32,DSK
1010,2018-02-28,0.65,-10.64,1008.63,4.20,9.23,0.85,10.08,1.99,0.02,0.19,-0.01,-3.13,1.99,-1.13,-1.57,DSK
487,2018-03-01,0.80,-1.66,994.29,5.00,7.97,0.93,9.81,2.14,0.10,0.60,5.90,1.58,7.90,3.58,3.74,DSK
927,2018-03-02,0.77,0.17,992.24,4.14,8.46,0.87,10.58,2.35,0.14,1.19,8.01,0.93,10.01,2.93,4.47,DSK
1145,2018-03-03,0.81,2.05,994.02,2.92,8.79,0.83,7.30,2.38,0.07,0.55,10.83,2.64,12.83,4.64,6.735,DSK
260,2018-03-04,0.86,3.61,995.58,2.64,9.12,0.84,6.89,2.41,0.12,0.87,10.43,2.20,12.43,4.20,6.315,DSK
804,2018-03-05,0.85,3.98,992.70,2.53,9.23,0.84,6.10,2.45,0.05,0.39,11.87,3.08,13.87,5.08,7.475,DSK
833,2018-03-06,0.86,3.81,992.80,2.41,9.32,0.83,6.86,2.63,0.08,0.58,10.79,2.65,12.79,4.65,6.72,DSK
336,2018-03-07,0.83,2.68,1000.79,3.59,9.64,0.79,8.37,2.65,0.07,0.49,9.62,1.43,11.62,3.43,5.525,DSK
16,2018-03-08,0.77,2.44,1006.15,3.25,9.86,0.77,8.45,2.10,0.04,0.37,12.48,4.94,14.48,6.94,8.71,DSK
971,2018-03-09,0.78,5.55,1007.02,3.30,9.65,0.91,7.54,2.59,0.02,0.18,14.03,8.76,16.03,10.76,11.395,DSK
135,2018-03-10,0.84,8.78,1001.75,3.78,9.70,0.90,8.15,2.67,0.10,0.76,15.81,8.19,17.81,10.19,12,DSK
52,2018-03-11,0.80,7.42,994.67,3.66,9.49,0.85,9.68,2.71,0.14,1.06,15.33,7.32,17.33,9.32,11.325,DSK
727,2018-03-12,0.82,5.85,1000.00,5.11,9.70,0.87,11.74,2.77,0.10,0.67,11.68,4.92,13.68,6.92,8.3,DSK
1060,2018-03-13,0.79,3.92,1011.16,3.26,9.82,0.83,7.64,2.71,0.04,0.31,11.28,1.69,13.28,3.69,6.485,DSK
666,2018-03-14,0.74,3.10,1006.81,3.45,9.54,0.73,8.58,2.11,0.02,0.22,14.41,6.38,16.41,8.38,10.395,DSK
385,2018-03-15,0.83,5.49,995.12,3.53,9.63,0.86,9.24,2.88,0.27,2.02,11.84,4.52,13.84,6.52,8.18,DSK
1182,2018-03-16,0.84,4.85,1001.92,2.17,9.72,0.83,5.93,2.95,0.12,1.36,12.40,2.21,14.40,4.21,7.305,DSK
611,2018-03-17,0.88,2.44,999.18,2.45,8.14,0.88,6.46,2.96,0.11,0.80,8.29,0.51,10.29,2.51,4.4,DSK
1072,2018-03-18,0.85,0.13,1001.79,3.06,8.41,0.90,6.53,2.96,0.02,0.18,5.28,-0.92,7.28,1.08,2.18,DSK
454,2018-03-19,0.81,-1.34,1007.09,2.93,8.67,0.85,7.36,2.98,0.04,0.30,5.31,-1.26,7.31,0.74,2.025,DSK
294,2018-03-20,0.71,-2.90,1017.70,4.80,9.72,0.81,10.34,3.05,0.01,0.08,6.30,-1.55,8.30,0.45,2.375,DSK
157,2018-03-21,0.65,-3.73,1027.44,4.03,9.93,0.66,8.54,2.83,0.01,0.05,7.53,-2.61,9.53,-0.61,2.46,DSK
197,2018-03-22,0.72,-2.12,1022.91,3.09,9.58,0.86,7.12,2.92,0.01,0.08,7.70,1.72,9.70,3.72,4.71,DSK
783,2018-03-23,0.80,1.67,1008.78,2.89,9.34,0.90,6.64,2.98,0.02,0.12,9.01,2.27,11.01,4.27,5.64,DSK
510,2018-03-24,0.79,2.94,999.18,2.49,9.19,0.83,5.92,3.21,0.05,0.30,11.51,3.28,13.51,5.28,7.395,DSK
734,2018-03-25,0.77,3.53,1006.98,2.20,8.87,0.82,5.28,3.16,0.02,0.17,12.79,4.16,14.79,6.16,8.475,DSK
1074,2018-03-26,0.79,3.62,1016.78,2.89,8.34,0.82,4.37,3.48,0.02,0.19,11.44,3.81,13.44,5.81,7.625,DSK
43,2018-03-27,0.87,5.31,1016.23,3.60,7.94,0.89,8.45,3.17,0.11,0.60,11.36,7.05,13.36,9.05,9.205,DSK
748,2018-03-28,0.86,7.06,1010.38,4.15,9.07,0.89,9.97,3.24,0.15,0.82,12.85,3.34,14.85,5.34,8.095,DSK
1148,2018-03-29,0.79,3.58,1007.82,2.72,9.77,0.80,7.39,3.49,0.07,0.59,11.76,3.21,13.76,5.21,7.485,DSK
911,2018-03-30,0.81,3.37,1000.15,3.21,9.75,0.84,9.10,3.49,0.13,1.04,11.16,2.02,13.16,4.02,6.59,DSK
73,2018-03-31,0.81,2.66,1001.97,3.13,9.61,0.83,9.19,3.58,0.09,0.68,10.38,2.86,12.38,4.86,6.62,DSK
1163,2018-04-01,0.74,2.38,1013.39,3.10,9.90,0.83,7.44,3.24,0.03,0.27,11.66,4.41,13.66,6.41,8.035,DSK
793,2018-04-02,0.70,3.82,1006.96,3.40,9.95,0.90,8.25,3.14,0.02,0.12,14.83,8.47,16.83,10.47,11.65,DSK
560,2018-04-03,0.73,6.25,1003.17,4.30,9.91,0.89,9.93,3.51,0.06,0.53,15.69,8.03,17.69,10.03,11.86,DSK
926,2018-04-04,0.80,7.11,1004.11,4.30,9.80,0.84,11.28,3.69,0.16,1.19,14.60,5.99,16.60,7.99,10.295,DSK
1162,2018-04-05,0.73,4.41,1016.44,3.14,9.89,0.77,7.64,3.95,0.07,1.13,13.35,3.13,15.35,5.13,8.24,DSK
133,2018-04-06,0.67,4.48,1013.33,3.41,9.98,0.53,7.93,1.46,0.03,0.41,19.33,8.49,21.33,10.49,13.91,DSK
514,2018-04-07,0.66,6.41,1008.99,3.35,9.82,0.86,7.78,2.98,0.03,0.23,18.53,8.57,20.53,10.57,13.55,DSK
374,2018-04-08,0.75,7.65,1006.65,2.50,9.15,0.89,6.83,3.48,0.11,1.35,17.07,8.77,19.07,10.77,12.92,DSK
583,2018-04-09,0.85,8.71,1005.69,2.22,8.84,0.90,5.63,3.74,0.09,0.83,14.69,6.89,16.69,8.89,10.79,DSK
770,2018-04-10,0.81,6.61,1001.41,3.22,9.29,0.86,7.90,3.92,0.12,1.08,13.87,5.34,15.87,7.34,9.605,DSK
787,2018-04-11,0.77,5.67,1002.50,2.90,9.59,0.84,6.45,3.06,0.10,0.58,14.87,6.64,16.87,8.64,10.755,DSK
643,2018-04-12,0.81,6.59,1000.79,2.10,8.85,0.86,5.25,3.93,0.11,0.84,14.13,5.54,16.13,7.54,9.835,DSK
205,2018-04-13,0.80,6.87,1008.09,2.26,8.80,0.82,5.86,4.09,0.03,0.30,15.90,6.88,17.90,8.88,11.39,DSK
594,2018-04-14,0.82,7.97,1016.69,1.89,9.20,0.82,4.68,4.02,0.05,0.48,16.11,6.41,18.11,8.41,11.26,DSK
955,2018-04-15,0.78,7.95,1013.18,2.28,9.18,0.80,6.20,3.93,0.04,0.50,17.74,7.13,19.74,9.13,12.435,DSK
613,2018-04-16,0.75,7.25,1016.17,2.17,9.84,0.78,5.37,4.17,0.00,0.05,16.78,4.91,18.78,6.91,10.845,DSK
1037,2018-04-17,0.69,7.01,1023.11,2.04,9.92,0.46,5.67,1.72,0.00,0.00,21.69,7.31,23.69,9.31,14.5,DSK
919,2018-04-18,0.63,8.31,1025.76,2.31,9.97,0.38,5.98,1.52,0.00,0.01,24.98,9.46,26.98,11.46,17.22,DSK
921,2018-04-19,0.60,8.97,1024.28,2.07,9.96,0.25,5.25,1.24,0.00,0.01,25.39,9.45,27.39,11.45,17.42,DSK
871,2018-04-20,0.62,9.49,1022.54,1.60,9.75,0.24,4.57,1.77,0.00,0.00,25.87,10.15,27.87,12.15,18.01,DSK
513,2018-04-21,0.63,10.12,1018.94,1.73,9.70,0.25,4.45,1.68,0.00,0.03,26.22,10.78,28.22,12.78,18.5,DSK
516,2018-04-22,0.66,10.21,1014.99,2.20,9.80,0.60,5.82,2.17,0.01,0.07,24.27,10.96,26.27,12.96,17.615,DSK
768,2018-04-23,0.77,10.41,1018.87,2.11,9.77,0.79,5.07,4.11,0.04,0.42,19.13,7.89,21.13,9.89,13.51,DSK
411,2018-04-24,0.76,9.70,1018.86,1.89,9.40,0.64,5.16,4.31,0.00,0.04,21.27,9.34,23.27,11.34,15.305,DSK
569,2018-04-25,0.79,9.50,1017.50,3.21,9.62,0.80,7.22,4.02,0.01,0.18,17.87,6.70,19.87,8.70,12.285,DSK
478,2018-04-26,0.70,5.77,1020.18,2.78,9.90,0.70,6.40,4.41,0.01,0.11,16.39,4.21,18.39,6.21,10.3,DSK
185,2018-04-27,0.70,5.95,1011.77,3.14,9.88,0.75,9.45,3.93,0.01,0.09,18.75,8.00,20.75,10.00,13.375,DSK
1023,2018-04-28,0.78,7.62,1011.85,2.40,9.85,0.84,5.71,4.35,0.04,0.35,15.48,8.29,17.48,10.29,11.885,DSK
801,2018-04-29,0.87,8.64,1005.61,2.95,8.89,0.86,8.23,4.33,0.35,2.03,14.84,6.48,16.84,8.48,10.66,DSK
1085,2018-04-30,0.83,5.74,1007.98,4.10,9.60,0.87,9.41,4.43,0.20,1.52,11.74,3.89,13.74,5.89,7.815,DSK
494,2018-05-01,0.77,4.21,1014.22,2.24,9.75,0.81,5.78,4.70,0.03,0.26,13.08,3.15,15.08,5.15,8.115,DSK
722,2018-05-02,0.75,4.81,1012.19,2.67,9.70,0.82,6.89,4.14,0.02,0.17,15.30,6.32,17.30,8.32,10.81,DSK
995,2018-05-03,0.76,6.45,1015.51,3.21,9.64,0.81,7.15,4.77,0.06,0.56,15.33,6.39,17.33,8.39,10.86,DSK
86,2018-05-04,0.71,6.80,1018.09,3.36,9.85,0.85,7.27,4.17,0.01,0.07,18.19,8.54,20.19,10.54,13.365,DSK
545,2018-05-05,0.71,9.36,1018.96,2.66,9.74,0.68,5.77,3.75,0.01,0.12,21.59,9.93,23.59,11.93,15.76,DSK
1018,2018-05-06,0.72,11.78,1018.36,1.91,9.38,0.45,4.44,4.15,0.04,0.74,24.72,10.89,26.72,12.89,17.805,DSK
820,2018-05-07,0.71,12.01,1015.18,1.80,9.31,0.43,4.98,4.68,0.05,0.55,25.22,10.38,27.22,12.38,17.8,DSK
424,2018-05-08,0.75,11.39,1010.80,2.15,9.10,0.64,5.94,5.07,0.06,0.69,22.69,10.19,24.69,12.19,16.44,DSK
777,2018-05-09,0.79,10.70,1009.94,2.55,9.46,0.80,5.63,5.18,0.03,0.39,19.55,9.57,21.55,11.57,14.56,DSK
992,2018-05-10,0.75,8.12,1015.72,2.87,9.79,0.84,6.75,5.06,0.07,0.51,16.48,5.14,18.48,7.14,10.81,DSK
668,2018-05-11,0.71,7.59,1016.80,2.02,9.71,0.58,5.84,5.29,0.00,0.06,21.34,9.43,23.34,11.43,15.385,DSK
711,2018-05-12,0.82,9.66,1014.23,2.15,9.61,0.84,6.61,5.00,0.14,1.16,17.81,6.45,19.81,8.45,12.13,DSK
974,2018-05-13,0.85,6.51,1015.87,2.94,9.54,0.86,6.93,4.97,0.25,1.55,12.18,6.46,14.18,8.46,9.32,DSK
716,2018-05-14,0.87,7.42,1015.90,3.25,8.74,0.89,7.09,4.86,0.18,0.98,13.10,8.88,15.10,10.88,10.99,DSK
850,2018-05-15,0.84,9.76,1016.76,3.18,8.34,0.84,6.18,5.05,0.09,0.67,17.29,8.98,19.29,10.98,13.135,DSK
612,2018-05-16,0.82,10.27,1017.90,2.69,8.27,0.73,6.34,5.68,0.04,0.40,19.15,9.19,21.15,11.19,14.17,DSK
354,2018-05-17,0.79,9.67,1019.79,2.79,9.09,0.79,5.86,5.77,0.01,0.12,18.46,7.38,20.46,9.38,12.92,DSK
482,2018-05-18,0.73,8.61,1020.10,2.28,9.41,0.56,5.08,6.08,0.00,0.04,20.19,7.45,22.19,9.45,13.82,DSK
916,2018-05-19,0.73,8.45,1019.78,2.37,9.74,0.52,5.37,6.39,0.00,0.07,20.43,7.63,22.43,9.63,14.03,DSK
276,2018-05-20,0.72,9.44,,2.84,9.21,0.60,,6.58,,,21.76,9.84,23.76,11.84,15.8,DSK
994,2018-05-21,0.74,11.17,,2.51,9.40,0.66,,6.46,,,23.09,10.55,25.09,12.55,16.82,DSK
132,2018-05-22,0.77,12.03,,2.34,9.33,0.71,,6.40,,,22.51,11.29,24.51,13.29,16.9,DSK
640,2018-05-23,0.81,12.50,,2.45,8.94,0.74,,6.58,,,21.78,11.42,23.78,13.42,16.6,DSK
567,2018-05-24,0.79,13.11,,2.12,8.36,0.68,,6.16,,,23.60,12.13,25.60,14.13,17.865,DSK
356,2018-05-25,0.79,13.74,,2.39,8.53,0.76,,6.10,,,23.74,13.67,25.74,15.67,18.705,DSK
1001,2018-05-26,0.76,14.35,,3.44,8.92,0.77,17.09,5.91,,,25.85,14.54,27.85,16.54,20.195,DSK
391,2018-05-27,0.77,14.88,,2.59,9.70,0.76,,5.43,,,24.80,14.39,26.80,16.39,19.595,DSK
302,2018-05-28,0.84,15.19,1015.49,2.10,9.39,0.84,5.66,5.69,0.13,1.04,22.47,14.13,24.47,16.13,18.3,DSK
245,2018-05-29,0.86,15.13,,2.67,8.97,0.79,,5.82,,,22.30,13.64,24.30,15.64,17.97,DSK
149,2018-05-30,0.84,14.77,,2.41,9.24,0.79,,5.65,,,22.83,13.84,24.83,15.84,18.335,DSK
451,2018-05-31,0.85,14.81,,2.63,9.22,0.78,,6.03,,,22.12,13.18,24.12,15.18,17.65,DSK
383,2018-06-01,0.82,14.13,,2.55,9.41,0.77,,5.88,,,21.92,12.18,23.92,14.18,17.05,DSK
